ligand,receptor,truelabel,pred
EFEMP2,CATSPER1,0,0,0.5852
EFEMP2,LINGO1,0,0,0.6772
EFEMP2,PLSCR4,0,0,0.6704
EFNA1,EPHA1,0,0,0.6580
EFNA1,EPHA10,0,0,0.4502
EFNA1,EPHA2,0,0,0.6847
EFNA1,EPHA3,0,0,0.3902
EFNA1,EPHA4,0,0,0.6046
EFNA1,EPHA6,0,0,0.6441
EFNA1,EPHA7,0,0,0.5152
EFNA1,EPHA8,1,0,0.0554
EFNA1,EPHB6,0,0,0.3736
EFNA2,EPHA1,1,1,0.9468
EFNA2,EPHA10,0,0,0.4072
EFNA2,EPHA2,0,0,0.3099
EFNA2,EPHA3,0,0,0.5584
EFNA2,EPHA4,0,0,0.1898
EFNA2,EPHA6,0,0,0.4989
EFNA2,EPHA7,0,0,0.5858
EFNA2,EPHA8,0,0,0.2395
EFNA3,EPHA1,0,0,0.3968
EFNA3,EPHA10,0,0,0.3304
EFNA3,EPHA2,0,0,0.0553
EFNA3,EPHA3,0,0,0.4574
EFNA3,EPHA4,0,0,0.3189
EFNA3,EPHA6,0,0,0.0094
EFNA3,EPHA7,0,0,0.0986
EFNA3,EPHA8,0,0,0.0635
EFNA3,EPHB6,1,1,0.9996
EFNA4,EPHA1,0,0,0.4941
EFNA4,EPHA10,1,1,0.9657
EFNA4,EPHA2,0,0,0.5682
EFNA4,EPHA3,0,0,0.6280
EFNA4,EPHA4,0,0,0.5986
EFNA4,EPHA6,0,0,0.5959
EFNA4,EPHA7,0,0,0.4917
EFNA4,EPHA8,0,0,0.4103
EFNA5,EPHA1,0,0,0.4270
EFNA5,EPHA10,0,0,0.5997
EFNA5,EPHA2,1,1,0.9441
EFNA5,EPHA3,0,0,0.2982
EFNA5,EPHA4,0,0,0.5334
EFNA5,EPHA6,0,1,0.9467
EFNA5,EPHA7,0,0,0.6386
EFNA5,EPHA8,0,0,0.5381
EFNA5,EPHB2,0,0,0.8172
EFNA5,EPHB6,0,0,0.0239
EFNB1,EPHA6,1,1,0.9814
EFNB1,EPHB2,0,0,0.8096
EFNB1,EPHB6,0,0,0.0074
EFNB1,ERBB2,0,0,0.5359
EFNB2,EPHA3,1,0,0.0000
EFNB2,EPHA4,0,0,0.4982
EFNB2,EPHA6,0,0,0.6043
EFNB2,EPHB2,0,0,0.6242
EFNB2,EPHB6,0,0,0.0465
EFNB2,GRM5,0,0,0.4590
EFNB2,PECAM1,0,0,0.3052
EFNB2,RHBDL2,0,0,0.0538
EFNB3,EPHA4,1,0,0.0390
EFNB3,EPHB2,0,0,0.2060
EFNB3,EPHB6,0,0,0.2457
EFNB3,RHBDL2,0,0,0.6413
EGFL8,NCR3,1,1,0.9199
EGF,ADRB2,0,0,0.2062
EGF,CAV1,0,0,0.4368
EGF,EGFR,0,0,0.4976
EGF,ERBB2,0,0,0.7201
EGF,ERBB3,1,1,0.9653
EGF,ERBB4,0,0,0.5574
EGF,FSHR,0,0,0.4558
EGF,LDLR,0,0,0.6252
EGF,LRP2,0,0,0.4972
EPO,EPOR,1,1,0.9919
EXOC3-AS1,TRAF2,1,0,0.0000
F10,F3,1,0,0.0000
F10,ITGAM,0,0,0.1415
F10,ITGB2,0,0,0.6886
F11,GP1BA,1,0,0.0333
F2,F2R,1,1,0.9767
F2,F2RL1,0,0,0.3907
F2,GP1BA,0,0,0.3383
F2,GP9,0,0,0.5428
F2,ITGA2B,0,0,0.4753
F2,THBD,0,0,0.2695
F8,ASGR2,1,1,0.9621
F8,LDLR,0,0,0.2189
F8,LRP1,0,0,0.1061
FABP5,RXRA,1,1,0.9129
FARP2,PLXNA1,1,1,0.9712
FARP2,PLXNA2,0,0,0.4617
FARP2,PLXNA3,0,0,0.3827
FARP2,PLXNA4,0,0,0.4189
FASLG,FAS,1,0,0.8774
FASLG,TNFRSF1A,0,0,0.2239
FASLG,TNFRSF6B,0,0,0.8144
FAT4,DCHS1,1,1,0.9752
FBN1,ITGA5,0,0,0.3945
FBN1,ITGAV,0,0,0.6244
FBN1,ITGB1,0,0,0.5871
FBN1,ITGB3,0,0,0.0408
FBN1,ITGB6,1,1,0.9027
FGA,CDH5,1,0,0.1219
FGA,ITGA2B,0,0,0.8134
FGA,ITGA5,0,0,0.4945
FGA,ITGAD,0,0,0.5728
FGA,ITGAM,0,0,0.2035
FGA,ITGAV,0,0,0.2825
FGA,ITGB1,0,0,0.1211
FGA,ITGB2,0,0,0.7984
FGA,ITGB3,0,0,0.7117
FGA,PLAUR,0,0,0.7006
FGA,TLR4,0,0,0.5241
FGF10,FGFR1,0,0,0.1215
FGF10,FGFR2,1,1,0.9249
FGF11,FGFR1,0,0,0.1384
FGF11,FGFR2,0,0,0.6363
FGF11,FGFR3,1,1,0.9768
FGF11,FGFR4,0,0,0.4417
FGF12,FGFR1,0,0,0.3579
FGF12,FGFR2,0,0,0.4094
FGF12,FGFR3,0,0,0.3656
FGF12,FGFR4,1,1,0.9117
FGF13,EGFR,0,0,0.6871
FGF13,FGFR1,0,0,0.4076
FGF13,FGFR2,0,0,0.4077
FGF13,FGFR3,0,0,0.1307
FGF13,FGFR4,0,0,0.5868
FGF13,SCN5A,1,0,0.1586
FGF19,FGFR1,0,0,0.0415
FGF19,FGFR2,0,0,0.8462
FGF19,FGFR3,0,0,0.4802
FGF19,FGFR4,0,0,0.4469
FGF19,KLB,1,0,0.0177
FGF1,CD44,0,0,0.5609
FGF1,EGFR,0,0,0.4253
FGF1,FGFR1,0,0,0.1393
FGF1,FGFR2,0,0,0.7629
FGF1,FGFR3,0,0,0.6032
FGF1,FGFR4,0,0,0.7650
FGF1,FGFRL1,1,0,0.0000
FGF1,NRP1,0,0,0.2393
FGF20,FGFR1,0,0,0.1619
FGF20,FGFR2,0,0,0.5659
FGF20,FGFR3,0,0,0.5602
FGF20,FGFR4,0,0,0.1693
FGF23,FGFR1,0,0,0.0163
FGF23,FGFR2,0,0,0.6958
FGF23,FGFR3,0,0,0.4511
FGF23,FGFR4,0,0,0.4953
FGF23,PHEX,1,0,0.0422
FGF2,CD44,0,0,0.2687
FGF2,FGFR1,0,0,0.0000
FGF2,FGFR2,0,0,0.5506
FGF2,FGFR3,0,0,0.5473
FGF2,FGFR4,0,0,0.1906
FGF2,FGFRL1,0,0,0.1272
FGF2,GPC4,1,1,0.9962
FGF2,NRP1,0,0,0.3639
FGF2,SDC1,0,0,0.4835
FGF2,SDC2,0,0,0.0764
FGF2,SDC3,0,0,0.3433
FGF2,SDC4,0,0,0.7462
FGF4,FGFR1,0,0,0.3428
FGF4,FGFR2,0,0,0.3730
FGF4,FGFR3,0,0,0.1872
FGF4,FGFR4,0,0,0.4343
FGF4,NRP1,1,1,0.9794
FLT3LG,FLT3,1,0,0.0058
FN1,C5AR1,0,0,0.3463
FN1,CD44,0,0,0.3475
FN1,CD79A,0,0,0.1409
FN1,COL13A1,0,0,0.2137
FN1,FLT4,0,0,0.2503
FN1,IL17RC,0,0,0.5707
FN1,ITGA2,0,0,0.5370
FN1,ITGA2B,0,0,0.8132
FN1,ITGA3,0,0,0.4062
FN1,ITGA4,0,0,0.5173
FN1,ITGA5,0,0,0.5194
FN1,ITGA6,0,0,0.5729
FN1,ITGA8,0,0,0.6326
FN1,ITGA9,0,0,0.6146
FN1,ITGAV,0,0,0.2493
FN1,ITGB1,0,0,0.0793
FN1,ITGB3,0,0,0.5657
FN1,ITGB6,0,0,0.3729
FN1,ITGB7,0,0,0.4786
FN1,ITGB8,0,0,0.5499
FN1,MAG,0,0,0.1669
FN1,NT5E,0,0,0.6373
FN1,PLAUR,0,0,0.5612
FN1,ROBO4,0,0,0.5886
FN1,SDC2,0,0,0.5250
FN1,TMPRSS6,1,1,0.9489
FN1,TNFRSF11B,0,0,0.5960
FN1,TSHR,0,0,0.4307
FSHB,ADCYAP1R1,0,0,0.8210
FSHB,ADRB2,0,0,0.4096
FSHB,ADRB3,0,0,0.5503
FSHB,FSHR,0,0,0.3566
FSHB,GPR20,1,1,0.9799
FSHB,GPR84,0,0,0.8143
FSHB,PTH1R,0,0,0.6392
FSHB,RAMP2,0,0,0.2751
FSHB,RAMP3,0,0,0.4892
FSHB,TSHR,0,0,0.4625
FSHB,VIPR1,0,0,0.4993
FST,BMPR1B,0,0,0.2831
FST,BMPR2,0,0,0.3719
FST,HFE2,1,1,0.9564
GAD1,GRM4,1,1,0.9846
GALP,GALR1,1,0,0.8391
GALP,GALR2,0,0,0.3970
GAL,ADRA2A,0,0,0.2774
GAL,GALR1,0,0,0.4970
GAL,GALR2,1,0,0.7644
GAL,GRM7,0,0,0.4077
GAL,MTNR1A,0,0,0.3051
GAS6,AXL,0,0,0.5683
GAS6,MERTK,1,1,0.9803
GAS6,TYRO3,0,0,0.0538
GAST,CCKBR,1,0,0.0015
GCG,ADCYAP1R1,0,0,0.1936
GCG,ADRB2,0,0,0.7454
GCG,ADRB3,0,0,0.4147
GCG,GCGR,1,0,0.0000
GCG,GPR20,0,0,0.2431
GCG,GPR84,0,0,0.1271
GCG,PTH1R,0,0,0.3116
GCG,RAMP2,0,0,0.3792
GCG,RAMP3,0,0,0.4453
GCG,TSHR,0,0,0.4989
GCG,VIPR1,0,0,0.1877
GDF10,ACVR1B,0,0,0.5000
GDF1,ACVR1B,0,0,0.3789
GDF1,ACVR2A,0,0,0.4044
GDF1,ACVR2B,0,0,0.5081
GDF1,SMAD3,1,1,0.9664
GDF2,ACVR1,0,0,0.8020
GDF2,ACVR2A,0,0,0.0962
GDF2,ACVR2B,0,0,0.5693
GDF2,ACVRL1,1,0,0.0000
GDF2,BMPR2,0,0,0.2004
GDF2,ENG,0,0,0.4395
GDF5,ACVR1,0,0,0.4451
GDF5,ACVR2A,0,0,0.0560
GDF5,ACVR2B,0,0,0.4411
GDF5,BMPR1A,0,0,0.0217
GDF5,BMPR1B,0,0,0.0745
GDF5,BMPR2,0,0,0.2639
GDF5,ROR2,1,0,0.0037
GDF9,ACVR2A,0,0,0.2696
GDF9,BMPR1A,0,0,0.1279
GDF9,BMPR1B,0,0,0.2649
GDF9,BMPR2,0,0,0.4577
GDF9,FXYD6,1,1,0.9278
GDF9,TGFBR1,0,0,0.1743
GDNF,EDNRB,0,0,0.4287
GDNF,GFRA1,0,0,0.6172
GDNF,GFRA2,1,1,0.9245
GDNF,GFRA3,0,0,0.3539
GDNF,RET,0,0,0.3844
GHRH,ADCYAP1R1,0,0,0.2919
GHRH,ADRB2,0,0,0.7613
GHRH,ADRB3,0,0,0.7276
GHRH,GHRHR,1,0,0.0000
GHRH,GPR20,0,0,0.5140
GHRH,GPR84,0,0,0.2112
GHRH,PTH1R,0,0,0.0263
GHRH,RAMP2,0,0,0.6508
GHRH,RAMP3,0,0,0.5883
GHRH,TSHR,0,0,0.4400
GHRH,VIPR1,0,0,0.1975
GHRL,GHRHR,0,0,0.2348
GHRL,GHSR,0,0,0.1710
GHRL,GPR39,1,0,0.0486
GHRL,MLNR,0,0,0.3696
GIP,ADCYAP1R1,0,0,0.6398
GIP,ADRB2,0,0,0.3941
GIP,ADRB3,0,0,0.6602
GIP,DPP4,1,1,0.9449
GIP,GPR20,0,0,0.7115
GIP,GPR84,0,0,0.6627
GIP,INSR,0,0,0.2973
GIP,PTH1R,0,0,0.4667
GIP,RAMP2,0,0,0.3801
GIP,RAMP3,0,0,0.3923
GIP,TSHR,0,0,0.4685
GIP,VIPR1,0,0,0.4186
GNAI2,ADCY9,1,0,0.0035
GNAI2,ADRA2A,0,0,0.2913
GNAI2,AGTR2,0,0,0.0885
GNAI2,C5AR1,0,0,0.5175
GNAI2,CAV1,0,0,0.1099
GNAI2,CCR5,0,0,0.2176
GNAI2,CNR1,0,0,0.2568
GNAI2,CXCR1,0,0,0.5454
GNAI2,CXCR2,0,0,0.2336
GNAI2,CXCR3,0,0,0.3742
GNAI2,EDNRA,0,0,0.1110
GNAI2,EDNRB,0,0,0.2501
GNAI2,EGFR,0,0,0.7353
GNAI2,F2R,0,0,0.3726
GNAI2,FPR1,0,0,0.1516
GNAI2,IGF1R,0,0,0.0540
GNAI2,LHCGR,0,0,0.4809
GNAI2,MTNR1A,0,0,0.3228
GNAI2,OPRD1,0,0,0.0442
GNAI2,S1PR1,0,0,0.2725
GNAI2,TSHR,0,0,0.4012
GNAS,ADCY9,0,0,0.1854
GNAS,ADRB3,0,0,0.2499
GNAS,AVPR2,0,0,0.3579
GNAS,CRHR1,0,0,0.3221
GNAS,GCGR,0,0,0.6393
GNAS,LHCGR,0,0,0.4392
GNAS,TSHR,0,0,0.4256
GNAS,VIPR1,1,1,0.9263
GNB3,GABBR2,1,1,0.9703
GNB3,TGFBR1,0,0,0.4936
GNRH1,GNRHR,1,1,0.9547
GNRH2,GNRHR,0,0,0.1095
GPC3,CD81,1,0,0.0000
GPC3,IGF1R,0,0,0.7867
GPC3,LRP1,0,0,0.1738
GPC3,LRP2,0,0,0.2270
GPI,AMFR,1,0,0.0127
GREM1,KDR,1,0,0.8999
GRP,BRS3,1,1,0.9547
GRP,GRPR,0,0,0.0268
GRP,NMBR,0,0,0.0361
GSTP1,TRAF2,0,0,0.4257
GUCA2A,GUCY2C,1,0,0.0000
GUCA2B,GUCY2C,0,0,0.5735
GUCA2B,GUCY2D,1,0,0.0560
GZMB,CHRM3,0,0,0.6740
GZMB,IGF2R,1,1,0.9188
HAS2,CD44,0,0,0.7160
HAS2,HMMR,1,0,0.8690
HBEGF,CD44,0,0,0.5736
HBEGF,CD82,1,0,0.0024
HBEGF,CD9,0,0,0.4069
HBEGF,EGFR,0,0,0.6706
HBEGF,ERBB2,0,0,0.6061
HBEGF,ERBB4,0,0,0.5635
HBEGF,PRLR,0,0,0.6638
HCRT,HCRTR1,1,1,0.9808
HCRT,NPFFR2,0,0,0.0379
HDC,HRH1,1,0,0.0884
HDC,HRH3,0,0,0.1293
HEBP1,ADRA2A,0,0,0.0234
HEBP1,FPR3,1,0,0.0000
HEBP1,GRM7,0,0,0.3815
HEBP1,MTNR1A,0,0,0.6369
HGF,CD44,0,0,0.6175
HGF,ITGB1,0,0,0.2656
HGF,MET,0,0,0.3734
HGF,SDC1,1,1,0.9269
HGF,SDC2,0,0,0.6045
HGF,ST14,0,0,0.5528
HLA-A,APLP2,1,1,0.9334
HLA-A,CD3D,0,0,0.4171
HLA-A,ERBB2,0,0,0.5342
HLA-A,KIR3DL1,0,0,0.3766
HLA-A,KIR3DL2,0,0,0.7486
HLA-A,LILRB2,0,0,0.5289
HLA-B,CANX,1,1,0.9756
HLA-B,CD3D,0,0,0.4724
HLA-B,KIR3DL1,0,0,0.4313
HLA-B,LILRB2,0,0,0.8376
HLA-C,CD3D,0,0,0.7514
HLA-C,DDR1,0,0,0.5276
HLA-C,KIR3DL1,0,0,0.0847
HLA-C,LILRB2,0,0,0.0375
HLA-C,NOTCH4,0,0,0.4228
HLA-C,SLC9C2,1,0,0.0003
HLA-E,KIR3DL1,0,0,0.2119
HLA-E,KLRC1,1,0,0.0355
HLA-E,KLRC2,0,0,0.6161
HLA-G,CD4,0,0,0.2025
HLA-G,KIR2DL4,1,1,0.9848
HLA-G,KLRC1,0,0,0.4026
HLA-G,LILRB2,0,0,0.0037
HMGB1,SDC1,0,0,0.8591
HMGB1,THBD,1,0,0.0052
HMGB1,TLR4,0,0,0.6016
HPX,LRP1,0,0,0.2611
HP,ASGR1,1,1,0.9526
HP,ASGR2,0,0,0.3900
HP,ITGAM,0,0,0.5705
HP,ITGB2,0,0,0.0976
HRAS,AGTR1,1,0,0.1084
HRAS,CAV1,0,0,0.1091
HRAS,GRIN2D,0,0,0.4199
HRAS,INSR,0,0,0.4273
HRAS,SDC2,0,0,0.3300
HRAS,TLR2,0,0,0.3787
HRG,FCGR1A,1,0,0.0066
HSP90AA1,CFTR,1,0,0.0064
HSP90AA1,EGFR,0,0,0.4099
HSP90AA1,ERBB2,0,0,0.5722
HSP90AA1,FGFR3,0,0,0.4748
HSP90AA1,ITGB3,0,0,0.7528
HSP90B1,ASGR1,0,0,0.5028
HSP90B1,ERBB2,0,0,0.2322
HSP90B1,LRP1,0,0,0.2407
HSP90B1,TLR1,1,0,0.0139
HSP90B1,TLR2,0,0,0.1982
HSP90B1,TLR4,0,0,0.1810
HSP90B1,TLR7,0,0,0.0735
HSPA1A,GRIN2D,1,0,0.0020
HSPA1A,TLR4,0,0,0.2822
HSPG2,CHRM3,0,0,0.6489
HSPG2,COL13A1,1,0,0.0405
HSPG2,ITGA2,0,0,0.6214
HSPG2,ITGB1,0,0,0.3069
HSPG2,LRP1,0,0,0.4668
HSPG2,LRP2,0,0,0.5791
HSPG2,SDC1,0,0,0.4371
IAPP,ADCYAP1R1,0,0,0.1283
IAPP,ADRB2,0,0,0.7600
IAPP,ADRB3,0,0,0.3950
IAPP,CALCR,1,0,0.0000
IAPP,GPR20,0,0,0.2797
IAPP,GPR84,0,0,0.1394
IAPP,PTH1R,0,0,0.1572
IAPP,RAMP2,0,0,0.3933
IAPP,RAMP3,0,0,0.5903
IAPP,TSHR,0,0,0.5678
IAPP,VIPR1,0,0,0.2080
ICAM1,CAV1,0,0,0.1679
ICAM1,EGFR,0,0,0.8285
ICAM1,IL2RA,1,0,0.1982
ICAM1,IL2RG,0,0,0.5013
ICAM1,ITGAL,0,0,0.1900
ICAM1,ITGAM,0,0,0.5812
ICAM1,ITGB2,0,0,0.0404
ICAM2,ITGAL,1,0,0.0182
ICAM2,ITGAM,0,0,0.4491
ICAM2,ITGB2,0,0,0.3056
ICAM3,CLEC4M,1,0,0.0501
ICAM3,ITGAD,0,0,0.2396
ICAM3,ITGAL,0,0,0.2368
ICAM3,ITGB2,0,0,0.1384
ICAM4,ITGA2B,0,0,0.4417
ICAM4,ITGA4,0,0,0.5866
ICAM4,ITGAL,0,0,0.3283
ICAM4,ITGAM,0,0,0.2405
ICAM4,ITGAV,0,0,0.0530
ICAM4,ITGB1,0,0,0.3401
ICAM4,ITGB2,0,0,0.5353
ICAM4,ITGB3,0,0,0.6281
ICAM4,RHAG,1,1,0.9598
ICOSLG,ICOS,1,0,0.8247
IFNA10,IFNAR1,1,0,0.0000
IFNA10,IFNAR2,0,0,0.1920
IFNA14,IFNAR1,0,0,0.0966
IFNA14,IFNAR2,1,0,0.0134
IFNA2,IFNAR1,0,0,0.3627
IFNA2,IFNAR2,0,0,0.3948
IFNA5,IFNAR1,0,0,0.5895
IFNA5,IFNAR2,0,0,0.6114
IFNA6,IFNAR1,0,0,0.5943
IFNA6,IFNAR2,0,0,0.5686
IFNB1,IFNAR1,0,0,0.4765
IFNB1,IFNAR2,0,0,0.4428
IFNG,IFNGR1,1,1,0.9115
IFNL1,IFNLR1,1,0,0.0140
IFNL1,IL10RB,0,0,0.6246
IFNL2,IFNLR1,0,0,0.4767
IFNL2,IL10RB,1,0,0.0176
IGF1,IGF1R,0,0,0.4939
IGF1,IGF2R,0,0,0.5332
IGF1,INSR,0,0,0.1771
IGFBP4,FZD8,0,0,0.4865
IGFBP4,LRP6,0,0,0.3720
IGFL1,IGFLR1,0,0,0.6840
IHH,BOC,0,0,0.2299
IHH,CDON,0,0,0.4340
IL10,IL10RA,0,0,0.2724
IL10,IL10RB,0,0,0.4659
IL10,SIRPG,0,0,0.5518
IL11,IL11RA,0,0,0.7011
IL11,IL6ST,0,0,0.5808
IL12A,CD28,0,0,0.3231
IL12A,IL12RB1,0,0,0.5120
IL12A,IL12RB2,0,0,0.7328
IL12B,IL12RB1,0,0,0.6602
IL12B,IL12RB2,0,0,0.5153
IL12B,IL23R,0,0,0.4806
IL13,IL13RA1,0,0,0.5601
IL13,IL13RA2,0,0,0.3655
IL15,IL15RA,0,0,0.5344
IL15,IL2RA,0,0,0.7330
IL15,IL2RG,0,0,0.4275
IL16,CCR5,0,0,0.3579
IL16,CD4,0,0,0.4725
IL16,GRIN2C,0,0,0.6196
IL16,GRIN2D,0,0,0.6499
IL16,KCNJ4,0,0,0.4673
IL17A,IL17RA,0,0,0.5625
IL17A,IL17RC,0,0,0.8193
IL17B,IL17RB,0,0,0.4165
IL17C,IL17RE,0,0,0.0524
IL17F,IL17RA,0,0,0.6119
IL17F,IL17RC,0,0,0.7086
IL18,CD48,0,0,0.3042
IL18,IL18BP,0,0,0.4832
IL18,IL1RL2,0,0,0.6015
IL19,IL20RA,0,0,0.6204
IL19,IL20RB,0,0,0.4534
IL1A,IL1R1,0,0,0.4540
IL1A,IL1R2,0,0,0.3828
IL1B,ADRB2,0,0,0.3530
IL1B,IL1R1,0,0,0.2480
IL1B,IL1R2,0,0,0.5399
IL1F10,IL1R1,0,0,0.5976
IL1F10,IL1RL2,0,0,0.5318
IL20,IL20RA,0,0,0.3332
IL20,IL20RB,0,0,0.3212
IL20,IL22RA1,0,0,0.4284
IL21,IL21R,0,0,0.7116
IL21,IL2RG,0,0,0.1704
IL22,IL10RA,0,0,0.6112
IL22,IL10RB,0,0,0.4207
IL22,IL21R,0,0,0.8163
IL22,IL22RA1,0,0,0.6874
IL23A,IL12RB1,0,0,0.6370
IL23A,IL12RB2,0,0,0.4380
IL23A,IL23R,0,0,0.5039
IL2,CD53,0,0,0.4390
IL2,IL2RA,0,0,0.6594
IL2,IL2RG,0,0,0.4106
IL2,NGFR,0,0,0.6574
IL31,IL31RA,0,0,0.2076
IL31,OSMR,0,0,0.5068
IL33,IL1RL1,0,0,0.0709
IL36A,IL1RL2,0,0,0.0943
IL36A,IL36RN,0,0,0.0607
IL36B,IL1RL2,0,0,0.7583
IL36B,IL36RN,0,0,0.7928
IL36G,IL1RL2,0,0,0.0016
IL36G,IL36RN,0,0,0.1110
IL3,CSF2RB,0,0,0.4181
IL4,CD53,0,0,0.4393
IL4,IL13RA1,0,0,0.5443
IL4,IL13RA2,0,0,0.2437
IL4,IL2RG,0,0,0.1956
IL5,CSF2RB,0,0,0.1861
IL5,IL5RA,0,0,0.4818
IL7,IL2RG,0,0,0.2918
IL7,IL7R,0,0,0.3905
IL8,CD79A,0,0,0.3008
IL8,CXCR1,0,0,0.6840
IL8,CXCR2,0,0,0.7302
IL8,ACKR1,0,0,0.5484
IL8,KDR,0,0,0.5260
IL8,SDC1,0,0,0.3886
IL8,SDC2,0,0,0.5097
IL8,SDC3,0,0,0.5671
IL9,IL2RG,0,0,0.2131
IL9,IL9R,0,0,0.6946
INHA,ACVR2A,0,0,0.2910
INHA,ACVR2B,0,0,0.5771
INHA,ACVR1,0,0,0.2696
INHA,TGFBR3,0,0,0.6165
INHBA,ACVR1,0,0,0.3072
INHBA,ACVR1B,0,0,0.4962
INHBA,ACVR2A,0,0,0.4232
INHBA,ACVR2B,0,0,0.6096
INHBA,BAMBI,0,0,0.5803
INHBA,ENG,0,0,0.5811
INHBA,SMAD3,0,0,0.5051
INHBA,TGFBR3,0,0,0.5971
INHBB,ACVR1,0,0,0.1525
INHBB,ACVR1B,0,0,0.3863
INHBB,ACVR1C,0,0,0.0931
INHBB,ACVR2A,0,0,0.4041
INHBB,ACVR2B,0,0,0.3821
INHBB,SMAD3,0,0,0.3151
INHBC,ACVR1,0,0,0.4553
INHBC,ACVR1B,0,0,0.4983
INHBC,ACVR2A,0,0,0.3585
INHBC,ACVR2B,0,0,0.6977
INSL3,ADCYAP1R1,0,0,0.7573
INSL3,ADRB2,0,0,0.6584
INSL3,ADRB3,0,0,0.4794
INSL3,GPR20,0,0,0.8531
INSL3,GPR84,0,0,0.6852
INSL3,PTH1R,0,0,0.5148
INSL3,RAMP2,0,0,0.3824
INSL3,RAMP3,0,0,0.4428
INSL3,RXFP2,0,0,0.6609
INSL3,TSHR,0,0,0.4382
INSL3,VIPR1,0,0,0.3828
INSL5,ADRA2A,0,0,0.2542
INSL5,GRM7,0,0,0.5499
INSL5,MTNR1A,0,0,0.4564
INSL5,RXFP3,0,0,0.7555
INSL5,RXFP4,0,0,0.7534
IRAK4,TLR4,0,0,0.4807
IRAK4,TLR6,0,0,0.2807
IRAK4,TLR7,0,0,0.6461
ITGB3BP,ITGB3,0,0,0.6823
ITGB3BP,ITGB5,0,0,0.6041
ITIH2,FCER1A,0,0,0.1617
JAG1,NOTCH1,0,0,0.1898
JAG1,NOTCH2,0,0,0.5322
JAG1,NOTCH3,0,0,0.1751
JAG1,NOTCH4,0,0,0.3334
KISS1,KISS1R,0,0,0.2679
KITLG,EPOR,0,0,0.5223
KITLG,KIT,0,0,0.6066
KNG1,ADRA2A,0,0,0.5363
KNG1,BDKRB1,0,0,0.1624
KNG1,CD93,0,0,0.1070
KNG1,GP1BA,0,0,0.4556
KNG1,GPR135,0,0,0.1674
KNG1,GRM7,0,0,0.2688
KNG1,ITGAM,0,0,0.1389
KNG1,ITGB2,0,0,0.1081
KNG1,MTNR1A,0,0,0.0577
KNG1,PLAUR,0,0,0.0478
KNG1,RXFP4,0,0,0.1996
KNG1,SDC2,0,0,0.1495
KRTAP4-12,AQP1,0,0,0.1423
KRTAP4-12,CATSPER1,0,0,0.7028
KRTAP4-12,CNTFR,0,0,0.5117
KRTAP4-12,LINGO1,0,0,0.1777
KRTAP4-12,PDGFRB,0,0,0.3412
KRTAP4-12,PLSCR4,0,0,0.5868
L1CAM,CNTN1,0,0,0.2812
L1CAM,EGFR,0,0,0.3435
L1CAM,EPHB2,0,0,0.2238
L1CAM,ERBB2,0,0,0.2527
L1CAM,ERBB3,0,0,0.3094
L1CAM,FGFR2,0,0,0.4797
L1CAM,ITGA5,0,0,0.3509
L1CAM,ITGAV,0,0,0.3248
LAMA1,GPC1,0,0,0.2631
LAMA1,ITGA1,0,0,0.8110
LAMA1,ITGA2,0,0,0.3735
LAMA1,ITGA3,0,0,0.0000
LAMA1,ITGA6,0,0,0.2372
LAMA1,ITGA7,0,0,0.1620
LAMA1,ITGB1,0,0,0.4877
LAMA1,ITGB4,0,0,0.0764
LAMA1,ITGB8,0,0,0.2271
LAMA1,NT5E,0,0,0.0352
LAMA1,RPSA,0,0,0.4312
LAMA1,SDC2,0,0,0.0297
LAMA1,SDC4,0,0,0.6052
LAMA1,TMPRSS6,0,0,0.2723
LAMA2,ITGA1,0,0,0.4262
LAMA2,ITGA2,0,0,0.6915
LAMA2,ITGA3,0,0,0.2548
LAMA2,ITGA6,0,0,0.6333
LAMA2,ITGA7,0,0,0.3397
LAMA2,ITGB1,0,0,0.5641
LAMA2,ITGB4,0,0,0.4786
LAMA2,RPSA,0,0,0.4750
LAMA5,BCAM,0,0,0.5981
LAMA5,ITGA2,0,0,0.5417
LAMA5,ITGA3,0,0,0.4086
LAMA5,ITGA6,0,0,0.8373
LAMA5,ITGB1,0,0,0.6591
LAMA5,ITGB4,0,0,0.4920
LAMA5,SDC1,0,0,0.4988
LAMB2,ITGA3,0,0,0.4626
LAMB2,ITGB1,0,0,0.4298
LAMB2,ITGB4,0,0,0.5902
LAMB2,RPSA,0,0,0.4342
LAMB3,CD151,0,0,0.6516
LAMB3,COL17A1,0,0,0.7223
LAMB3,ITGA2,0,0,0.5753
LAMB3,ITGA3,0,0,0.4035
LAMB3,ITGA6,0,0,0.7492
LAMB3,ITGB1,0,0,0.3375
LAMB3,ITGB4,0,0,0.6774
LCN1,LMBR1L,0,0,0.3012
LGALS1,CD69,0,0,0.3715
LGALS3BP,ITGB1,0,0,0.7592
LGALS3BP,VANGL1,0,0,0.2777
LGALS9,HAVCR2,0,0,0.5084
LIF,IL6ST,0,0,0.5393
LIF,LIFR,0,0,0.1545
LIN7C,ABCA1,0,0,0.4606
LIN7C,KCNJ4,0,0,0.4607
LIPH,LPAR1,0,0,0.1662
LPL,CD44,0,0,0.6554
LPL,GPIHBP1,0,0,0.7060
LPL,LRP1,0,0,0.3795
LPL,LRP2,0,0,0.5148
LPL,SDC1,0,0,0.4358
LPL,VLDLR,0,0,0.5778
