ligand,receptor,truelabel,pred
F10,F3,1,0.9981
F10,ITGAM,0,0.3721
F10,ITGB2,0,0.1508
F11,GP1BA,1,0.9980
F2,F2R,1,0.9847
F2,F2RL1,0,0.2758
F2,GP1BA,0,0.0721
F2,GP9,0,0.2654
F2,ITGA2B,0,0.5825
F2,THBD,0,0.8986
F8,ASGR2,1,0.9903
F8,LDLR,0,0.0419
F8,LRP1,0,0.0640
FABP5,RXRA,1,0.9874
FARP2,PLXNA1,1,0.9812
FARP2,PLXNA2,0,0.5665
FARP2,PLXNA3,0,0.3264
FARP2,PLXNA4,0,0.2811
FASLG,FAS,1,0.9743
FASLG,TNFRSF1A,0,0.3051
FASLG,TNFRSF6B,0,0.6292
FAT4,DCHS1,1,0.9508
FBN1,ITGA5,0,0.2669
FBN1,ITGAV,0,0.0834
FBN1,ITGB1,0,0.2329
FBN1,ITGB3,0,0.4962
FBN1,ITGB6,1,0.9730
FGA,CDH5,1,0.9976
FGA,ITGA2B,0,0.0086
FGA,ITGA5,0,0.3384
FGA,ITGAD,0,0.0597
FGA,ITGAM,0,0.0147
FGA,ITGAV,0,0.1882
FGA,ITGB1,0,0.2568
FGA,ITGB2,0,0.0386
FGA,ITGB3,0,0.3911
FGA,PLAUR,0,0.1074
FGA,TLR4,0,0.8627
FGF10,FGFR1,0,0.1850
FGF10,FGFR2,1,0.9781
FGF11,FGFR1,0,0.0136
FGF11,FGFR2,0,0.0151
FGF11,FGFR3,1,0.9921
FGF11,FGFR4,0,0.0469
FGF12,FGFR1,0,0.0577
FGF12,FGFR2,0,0.7081
FGF12,FGFR3,0,0.0966
FGF12,FGFR4,1,0.9975
FGF13,EGFR,0,0.0000
FGF13,FGFR1,0,0.8945
FGF13,FGFR2,0,0.0634
FGF13,FGFR3,0,0.0106
FGF13,FGFR4,0,0.0000
FGF13,SCN5A,1,0.9989
FGF19,FGFR1,0,0.2075
FGF19,FGFR2,0,0.0020
FGF19,FGFR3,0,0.2650
FGF19,FGFR4,0,0.0042
FGF19,KLB,1,0.9975
FGF1,CD44,0,0.6322
FGF1,EGFR,0,0.6648
FGF1,FGFR1,0,0.0654
FGF1,FGFR2,0,0.6290
FGF1,FGFR3,0,0.0000
FGF1,FGFR4,0,0.8714
FGF1,FGFRL1,1,0.9999
FGF1,NRP1,0,0.0003
FGF20,FGFR1,0,0.1705
FGF20,FGFR2,0,0.4153
FGF20,FGFR3,0,0.1684
FGF20,FGFR4,0,0.5577
FGF23,FGFR1,0,0.2900
FGF23,FGFR2,0,0.0000
FGF23,FGFR3,0,0.2033
FGF23,FGFR4,0,0.0069
FGF23,PHEX,1,0.9965
FGF2,CD44,0,0.2564
FGF2,FGFR1,0,0.0005
FGF2,FGFR2,0,0.0156
FGF2,FGFR3,0,0.6321
FGF2,FGFR4,0,0.0049
FGF2,FGFRL1,0,0.0382
FGF2,GPC4,1,0.9801
FGF2,NRP1,0,0.5064
FGF2,SDC1,0,0.4737
FGF2,SDC2,0,0.4118
FGF2,SDC3,0,0.5704
FGF2,SDC4,0,0.0782
FGF4,FGFR1,0,0.2347
FGF4,FGFR2,0,0.0281
FGF4,FGFR3,0,0.5053
FGF4,FGFR4,0,0.0177
FGF4,NRP1,1,0.9398
FLT3LG,FLT3,1,0.9994
FN1,C5AR1,0,0.2928
FN1,CD44,0,0.3790
FN1,CD79A,0,0.4825
FN1,COL13A1,0,0.0012
FN1,FLT4,0,0.6177
FN1,IL17RC,0,0.4500
FN1,ITGA2,0,0.4337
FN1,ITGA2B,0,0.3614
FN1,ITGA3,0,0.4357
FN1,ITGA4,0,0.3395
FN1,ITGA5,0,0.1927
FN1,ITGA6,0,0.6221
FN1,ITGA8,0,0.5070
FN1,ITGA9,0,0.1743
FN1,ITGAV,0,0.0430
FN1,ITGB1,0,0.0473
FN1,ITGB3,0,0.2309
FN1,ITGB6,0,0.3503
FN1,ITGB7,0,0.5672
FN1,ITGB8,0,0.2749
FN1,MAG,0,0.2086
FN1,NT5E,0,0.3525
FN1,PLAUR,0,0.4232
FN1,ROBO4,0,0.6509
FN1,SDC2,0,0.2251
FN1,TMPRSS6,1,0.9610
FN1,TNFRSF11B,0,0.4382
FN1,TSHR,0,0.1619
FSHB,ADCYAP1R1,0,0.0680
FSHB,ADRB2,0,0.1109
FSHB,ADRB3,0,0.0109
FSHB,FSHR,0,0.3335
FSHB,GPR20,1,0.9513
FSHB,GPR84,0,0.5803
FSHB,PTH1R,0,0.6985
FSHB,RAMP2,0,0.0000
FSHB,RAMP3,0,0.3810
FSHB,TSHR,0,0.0940
FSHB,VIPR1,0,0.8112
FST,BMPR1B,0,0.1484
FST,BMPR2,0,0.3272
FST,HFE2,1,0.9814
GAD1,GRM4,1,0.9509
GALP,GALR1,1,0.9917
GALP,GALR2,0,0.4640
GAL,ADRA2A,0,0.5086
GAL,GALR1,0,0.7003
GAL,GALR2,0,0.8786
GAL,GRM7,0,0.3503
GAL,MTNR1A,0,0.1349
GAS6,AXL,0,0.2071
GAS6,MERTK,1,0.9625
GAS6,TYRO3,0,0.1516
GAST,CCKBR,1,0.9927
GCG,ADCYAP1R1,0,0.0969
GCG,ADRB2,0,0.0358
GCG,ADRB3,0,0.2452
GCG,GCGR,1,0.9995
GCG,GPR20,0,0.0230
GCG,GPR84,0,0.0598
GCG,PTH1R,0,0.0088
GCG,RAMP2,0,0.3394
GCG,RAMP3,0,0.3175
GCG,TSHR,0,0.2214
GCG,VIPR1,0,0.0351
GDF10,ACVR1B,0,0.0989
GDF1,ACVR1B,0,0.5682
GDF1,ACVR2A,0,0.4220
GDF1,ACVR2B,0,0.4013
GDF1,SMAD3,1,0.9666
GDF2,ACVR1,0,0.3376
GDF2,ACVR2A,0,0.1082
GDF2,ACVR2B,0,0.3537
GDF2,ACVRL1,1,0.9995
GDF2,BMPR2,0,0.8415
GDF2,ENG,0,0.2732
GDF5,ACVR1,0,0.0301
GDF5,ACVR2A,0,0.0000
GDF5,ACVR2B,0,0.1488
GDF5,BMPR1A,0,0.0237
GDF5,BMPR1B,0,0.0017
GDF5,BMPR2,0,0.6166
GDF5,ROR2,1,0.9965
GDF9,ACVR2A,0,0.4619
GDF9,BMPR1A,0,0.6674
GDF9,BMPR1B,0,0.4439
GDF9,BMPR2,0,0.2437
GDF9,FXYD6,1,0.9731
GDF9,TGFBR1,0,0.0563
GDNF,EDNRB,0,0.2060
GDNF,GFRA1,0,0.0515
GDNF,GFRA2,1,0.9851
GDNF,GFRA3,0,0.0397
GDNF,RET,0,0.1501
GHRH,ADCYAP1R1,0,0.0057
GHRH,ADRB2,0,0.0336
GHRH,ADRB3,0,0.0546
GHRH,GHRHR,1,0.9975
GHRH,GPR20,0,0.2231
GHRH,GPR84,0,0.0000
GHRH,PTH1R,0,0.0229
GHRH,RAMP2,0,0.0000
GHRH,RAMP3,0,0.4269
GHRH,TSHR,0,0.2424
GHRH,VIPR1,0,0.0057
GHRL,GHRHR,0,0.1317
GHRL,GHSR,0,0.0731
GHRL,GPR39,1,0.9994
GHRL,MLNR,0,0.0880
GIP,ADCYAP1R1,0,0.0200
GIP,ADRB2,0,0.0010
GIP,ADRB3,0,0.0430
GIP,DPP4,1,0.9920
GIP,GPR20,0,0.4594
GIP,GPR84,0,0.1979
GIP,INSR,0,0.5257
GIP,PTH1R,0,0.2081
GIP,RAMP2,0,0.0095
GIP,RAMP3,0,0.5172
GIP,TSHR,0,0.2997
GIP,VIPR1,0,0.2120
GNAI2,ADCY9,1,0.9952
GNAI2,ADRA2A,0,0.0754
GNAI2,AGTR2,0,0.0005
GNAI2,C5AR1,0,0.0003
GNAI2,CAV1,0,0.0011
GNAI2,CCR5,0,0.1439
GNAI2,CNR1,0,0.1093
GNAI2,CXCR1,0,0.0000
GNAI2,CXCR2,0,0.0000
GNAI2,CXCR3,0,0.0588
GNAI2,EDNRA,0,0.2294
GNAI2,EDNRB,0,0.0000
GNAI2,EGFR,0,0.0139
GNAI2,F2R,0,0.1996
GNAI2,FPR1,0,0.3118
GNAI2,IGF1R,0,0.0000
GNAI2,LHCGR,0,0.4214
GNAI2,MTNR1A,0,0.3384
GNAI2,OPRD1,0,0.0000
GNAI2,S1PR1,0,0.0000
GNAI2,TSHR,0,0.0004
GNAS,ADCY9,0,0.0048
GNAS,ADRB3,0,0.0001
GNAS,AVPR2,0,0.6254
GNAS,CRHR1,0,0.0648
GNAS,GCGR,0,0.0259
GNAS,LHCGR,0,0.3049
GNAS,TSHR,0,0.0225
GNAS,VIPR1,1,0.9830
GNB3,GABBR2,1,0.9939
GNB3,TGFBR1,0,0.1340
GNRH1,GNRHR,1,0.9713
GNRH2,GNRHR,0,0.7776
GPC3,CD81,1,0.9978
GPC3,IGF1R,0,0.0837
GPC3,LRP1,0,0.1610
GPC3,LRP2,0,0.2627
GPI,AMFR,1,0.9998
GREM1,KDR,1,0.9268
GRP,BRS3,1,0.9880
GRP,GRPR,0,0.0542
GRP,NMBR,0,0.0509
GSTP1,TRAF2,0,0.2179
GUCA2A,GUCY2C,1,0.9970
GUCA2B,GUCY2C,0,0.0450
GUCA2B,GUCY2D,1,0.9994
GZMB,CHRM3,0,0.1676
GZMB,IGF2R,1,0.9576
HAS2,CD44,0,0.1080
HAS2,HMMR,1,0.9837
HBEGF,CD44,0,0.0192
HBEGF,CD82,1,0.9982
HBEGF,CD9,0,0.4029
HBEGF,EGFR,0,0.1101
HBEGF,ERBB2,0,0.2378
HBEGF,ERBB4,0,0.4331
HBEGF,PRLR,0,0.1274
HCRT,HCRTR1,1,0.9966
HCRT,NPFFR2,0,0.7501
HDC,HRH1,1,0.9982
HDC,HRH3,0,0.3308
HEBP1,ADRA2A,0,0.3218
HEBP1,FPR3,1,0.9986
HEBP1,GRM7,0,0.0346
HEBP1,MTNR1A,0,0.0468
HGF,CD44,0,0.4426
HGF,ITGB1,0,0.0000
HGF,MET,0,0.3337
HGF,SDC1,1,0.9569
HGF,SDC2,0,0.0552
HGF,ST14,0,0.3031
HLA-A,APLP2,1,0.9936
HLA-A,CD3D,0,0.2240
HLA-A,ERBB2,0,0.0820
HLA-A,KIR3DL1,0,0.2208
HLA-A,KIR3DL2,0,0.3430
HLA-A,LILRB2,0,0.2518
HLA-B,CANX,1,0.9206
HLA-B,CD3D,0,0.7469
HLA-B,KIR3DL1,0,0.3793
HLA-B,LILRB2,0,0.7593
HLA-C,CD3D,0,0.0900
HLA-C,DDR1,1,0.9122
HLA-C,KIR3DL1,0,0.0167
HLA-C,LILRB2,0,0.0110
HLA-C,NOTCH4,0,0.0108
HLA-C,SLC9C2,1,0.9998
HLA-E,KIR3DL1,0,0.0000
HLA-E,KLRC1,1,0.9986
HLA-E,KLRC2,0,0.0602
HLA-G,CD4,0,0.0128
HLA-G,KIR2DL4,1,0.9856
HLA-G,KLRC1,0,0.0016
HLA-G,LILRB2,0,0.5286
HMGB1,SDC1,0,0.3127
HMGB1,THBD,1,0.9999
HMGB1,TLR4,0,0.3116
HPX,LRP1,0,0.0992
HP,ASGR1,1,0.9801
HP,ASGR2,0,0.1016
HP,ITGAM,0,0.0000
HP,ITGB2,0,0.0000
HRAS,AGTR1,1,0.9992
HRAS,CAV1,0,0.0666
HRAS,GRIN2D,0,0.2853
HRAS,INSR,0,0.0097
HRAS,SDC2,0,0.0001
HRAS,TLR2,0,0.0584
HRG,FCGR1A,1,0.9990
HSP90AA1,CFTR,1,0.9991
HSP90AA1,EGFR,0,0.0560
HSP90AA1,ERBB2,0,0.1949
HSP90AA1,FGFR3,0,0.0157
HSP90AA1,ITGB3,0,0.2571
HSP90B1,ASGR1,0,0.0556
HSP90B1,ERBB2,0,0.0206
HSP90B1,LRP1,0,0.1220
HSP90B1,TLR1,1,0.9986
HSP90B1,TLR2,0,0.6265
HSP90B1,TLR4,0,0.0000
HSP90B1,TLR7,0,0.4248
HSPA1A,GRIN2D,1,0.9988
HSPA1A,TLR4,0,0.1601
HSPG2,CHRM3,0,0.0000
HSPG2,COL13A1,1,0.9983
HSPG2,ITGA2,0,0.0021
HSPG2,ITGB1,0,0.8188
HSPG2,LRP1,0,0.1252
HSPG2,LRP2,0,0.0000
HSPG2,SDC1,0,0.0000
IAPP,ADCYAP1R1,0,0.0432
IAPP,ADRB2,0,0.0000
IAPP,ADRB3,0,0.2249
IAPP,CALCR,1,0.9990
IAPP,GPR20,0,0.0965
IAPP,GPR84,0,0.5921
IAPP,PTH1R,0,0.1191
IAPP,RAMP2,0,0.0070
IAPP,RAMP3,0,0.2009
IAPP,TSHR,0,0.1601
IAPP,VIPR1,0,0.0205
ICAM1,CAV1,0,0.3171
ICAM1,EGFR,0,0.5329
ICAM1,IL2RA,1,0.9970
ICAM1,IL2RG,0,0.5189
ICAM1,ITGAL,0,0.6848
ICAM1,ITGAM,0,0.6596
ICAM1,ITGB2,0,0.7982
ICAM2,ITGAL,1,0.9982
ICAM2,ITGAM,0,0.2964
ICAM2,ITGB2,0,0.6889
ICAM3,CLEC4M,1,0.9996
ICAM3,ITGAD,0,0.0257
ICAM3,ITGAL,0,0.3521
ICAM3,ITGB2,0,0.4947
ICAM4,ITGA2B,0,0.5499
ICAM4,ITGA4,0,0.6576
ICAM4,ITGAL,0,0.5460
ICAM4,ITGAM,0,0.1271
ICAM4,ITGAV,0,0.0793
ICAM4,ITGB1,0,0.0351
ICAM4,ITGB2,0,0.5020
ICAM4,ITGB3,0,0.3056
ICAM4,RHAG,1,0.9952
ICOSLG,ICOS,1,0.9406
IFNA10,IFNAR1,1,0.9980
IFNA10,IFNAR2,0,0.0000
IFNA14,IFNAR1,0,0.0000
IFNA14,IFNAR2,1,0.9989
IFNA2,IFNAR1,0,0.6252
IFNA2,IFNAR2,0,0.4950
IFNA5,IFNAR1,0,0.4470
IFNA5,IFNAR2,0,0.6672
IFNA6,IFNAR1,0,0.1950
IFNA6,IFNAR2,0,0.0190
IFNB1,IFNAR1,0,0.0892
IFNB1,IFNAR2,0,0.8168
IFNG,IFNGR1,1,0.9555
IFNL1,IFNLR1,1,0.9991
IFNL1,IL10RB,0,0.0270
IFNL2,IFNLR1,0,0.0222
IFNL2,IL10RB,1,0.9950
IGF1,IGF1R,0,0.1668
IGF1,IGF2R,0,0.0132
IGF1,INSR,0,0.5779
IGFBP4,FZD8,0,0.1980
IGFBP4,LRP6,0,0.1176
IGFL1,IGFLR1,0,0.8335
IHH,BOC,0,0.0393
IHH,CDON,0,0.2807
IL10,IL10RA,0,0.1003
IL10,IL10RB,1,0.9609
IL10,SIRPG,0,0.1651
IL11,IL11RA,0,0.6728
IL11,IL6ST,0,0.3303
IL12A,CD28,0,0.2100
IL12A,IL12RB1,0,0.2461
IL12A,IL12RB2,0,0.1935
IL12B,IL12RB1,0,0.7448
IL12B,IL12RB2,0,0.5754
IL12B,IL23R,0,0.3628
IL13,IL13RA1,0,0.6254
IL13,IL13RA2,0,0.7777
IL15,IL15RA,0,0.0168
IL15,IL2RA,0,0.0016
IL15,IL2RG,0,0.2650
IL16,CCR5,0,0.5416
IL16,CD4,0,0.3628
IL16,GRIN2C,0,0.4583
IL16,GRIN2D,0,0.1710
IL16,KCNJ4,0,0.6017
IL17A,IL17RA,0,0.7285
IL17A,IL17RC,0,0.2776
IL17B,IL17RB,0,0.2580
IL17C,IL17RE,0,0.6291
IL17F,IL17RA,0,0.1913
IL17F,IL17RC,0,0.2506
IL18,CD48,0,0.4526
IL18,IL18BP,0,0.1548
IL18,IL1RL2,0,0.4655
IL19,IL20RA,0,0.0547
IL19,IL20RB,0,0.0097
IL1A,IL1R1,0,0.0026
IL1A,IL1R2,0,0.0913
IL1B,ADRB2,0,0.5054
IL1B,IL1R1,0,0.3080
IL1B,IL1R2,0,0.3638
IL1F10,IL1R1,0,0.4893
IL1F10,IL1RL2,0,0.2872
IL20,IL20RA,0,0.0302
IL20,IL20RB,0,0.0884
IL20,IL22RA1,0,0.0667
IL21,IL21R,0,0.1056
IL21,IL2RG,0,0.0609
IL22,IL10RA,0,0.5417
IL22,IL10RB,0,0.4204
IL22,IL21R,0,0.4739
IL22,IL22RA1,0,0.5451
IL23A,IL12RB1,0,0.7636
IL23A,IL12RB2,0,0.8120
IL23A,IL23R,0,0.7562
IL2,CD53,0,0.0211
IL2,IL2RA,0,0.0822
IL2,IL2RG,0,0.4604
IL2,NGFR,0,0.0000
IL31,IL31RA,0,0.0565
IL31,OSMR,0,0.4378
IL33,IL1RL1,0,0.3535
IL36A,IL1RL2,0,0.6277
IL36A,IL36RN,0,0.7660
IL36B,IL1RL2,0,0.7839
IL36B,IL36RN,0,0.7875
IL36G,IL1RL2,0,0.1148
IL36G,IL36RN,0,0.1757
IL3,CSF2RB,0,0.8884
IL4,CD53,0,0.0451
IL4,IL13RA1,0,0.1843
IL4,IL13RA2,0,0.1397
IL4,IL2RG,0,0.0941
IL5,CSF2RB,0,0.0500
IL5,IL5RA,0,0.5817
IL7,IL2RG,0,0.7698
IL7,IL7R,0,0.7012
IL8,CD79A,0,0.0128
IL8,CXCR1,0,0.2363
IL8,CXCR2,0,0.4262
IL8,ACKR1,0,0.0722
IL8,KDR,0,0.5249
IL8,SDC1,0,0.6663
IL8,SDC2,0,0.2325
IL8,SDC3,0,0.1700
IL9,IL2RG,0,0.8066
IL9,IL9R,0,0.7135
INHA,ACVR2A,0,0.0021
INHA,ACVR2B,0,0.4063
INHA,ACVR1,0,0.1468
INHA,TGFBR3,0,0.4423
INHBA,ACVR1,0,0.2273
INHBA,ACVR1B,0,0.0291
INHBA,ACVR2A,0,0.1703
INHBA,ACVR2B,0,0.5191
INHBA,BAMBI,0,0.2971
INHBA,ENG,0,0.1683
INHBA,SMAD3,0,0.2139
INHBA,TGFBR3,0,0.5764
INHBB,ACVR1,0,0.1160
INHBB,ACVR1B,0,0.1095
INHBB,ACVR1C,0,0.1523
INHBB,ACVR2A,0,0.1823
INHBB,ACVR2B,0,0.1642
INHBB,SMAD3,0,0.1623
INHBC,ACVR1,0,0.0964
INHBC,ACVR1B,0,0.0827
INHBC,ACVR2A,0,0.0182
INHBC,ACVR2B,0,0.0865
INSL3,ADCYAP1R1,0,0.0000
INSL3,ADRB2,0,0.0147
INSL3,ADRB3,0,0.0209
INSL3,GPR20,0,0.1131
INSL3,GPR84,0,0.2404
INSL3,PTH1R,0,0.0671
INSL3,RAMP2,0,0.0000
INSL3,RAMP3,0,0.0117
INSL3,RXFP2,0,0.2027
INSL3,TSHR,1,0.9352
INSL3,VIPR1,0,0.1591
INSL5,ADRA2A,0,0.0967
INSL5,GRM7,0,0.0206
INSL5,MTNR1A,0,0.5030
INSL5,RXFP3,0,0.2399
INSL5,RXFP4,0,0.3669
IRAK4,TLR4,0,0.2461
IRAK4,TLR6,0,0.1445
IRAK4,TLR7,0,0.5786
ITGB3BP,ITGB3,0,0.2671
ITGB3BP,ITGB5,0,0.3921
ITIH2,FCER1A,0,0.3980
JAG1,NOTCH1,0,0.1433
JAG1,NOTCH2,0,0.2234
JAG1,NOTCH3,0,0.1597
JAG1,NOTCH4,0,0.2113
KISS1,KISS1R,0,0.4518
KITLG,EPOR,0,0.3254
KITLG,KIT,0,0.2120
KNG1,ADRA2A,0,0.0515
KNG1,BDKRB1,0,0.4734
KNG1,CD93,0,0.5948
KNG1,GP1BA,0,0.0004
KNG1,GPR135,0,0.5130
KNG1,GRM7,0,0.2034
KNG1,ITGAM,0,0.0015
KNG1,ITGB2,0,0.1079
KNG1,MTNR1A,0,0.0349
KNG1,PLAUR,0,0.5827
KNG1,RXFP4,0,0.7606
KNG1,SDC2,0,0.2490
KRTAP4-12,AQP1,0,0.5982
KRTAP4-12,CATSPER1,0,0.5200
KRTAP4-12,CNTFR,0,0.2297
KRTAP4-12,LINGO1,0,0.1827
KRTAP4-12,PDGFRB,0,0.4295
KRTAP4-12,PLSCR4,0,0.1556
L1CAM,CNTN1,0,0.1661
L1CAM,EGFR,0,0.2511
L1CAM,EPHB2,0,0.3955
L1CAM,ERBB2,0,0.0556
L1CAM,ERBB3,0,0.2304
L1CAM,FGFR2,0,0.5336
L1CAM,ITGA5,0,0.2612
L1CAM,ITGAV,0,0.0728
LAMA1,GPC1,0,0.3284
LAMA1,ITGA1,0,0.1210
LAMA1,ITGA2,0,0.5625
LAMA1,ITGA3,0,0.0454
LAMA1,ITGA6,0,0.0555
LAMA1,ITGA7,0,0.5074
LAMA1,ITGB1,0,0.1107
LAMA1,ITGB4,0,0.6125
LAMA1,ITGB8,0,0.2629
LAMA1,NT5E,0,0.4734
LAMA1,RPSA,0,0.6997
LAMA1,SDC2,0,0.0946
LAMA1,SDC4,0,0.1585
LAMA1,TMPRSS6,0,0.4412
LAMA2,ITGA1,0,0.2497
LAMA2,ITGA2,0,0.1756
LAMA2,ITGA3,0,0.0087
LAMA2,ITGA6,0,0.0272
LAMA2,ITGA7,0,0.2723
LAMA2,ITGB1,0,0.7836
LAMA2,ITGB4,0,0.2919
LAMA2,RPSA,0,0.3160
LAMA5,BCAM,0,0.6278
LAMA5,ITGA2,0,0.3871
LAMA5,ITGA3,0,0.0023
LAMA5,ITGA6,0,0.0254
LAMA5,ITGB1,0,0.1797
LAMA5,ITGB4,0,0.6067
LAMA5,SDC1,0,0.0930
LAMB2,ITGA3,0,0.0788
LAMB2,ITGB1,0,0.0292
LAMB2,ITGB4,0,0.1416
LAMB2,RPSA,0,0.1673
LAMB3,CD151,0,0.0132
LAMB3,COL17A1,0,0.2614
LAMB3,ITGA2,0,0.2193
LAMB3,ITGA3,0,0.2456
LAMB3,ITGA6,0,0.1632
LAMB3,ITGB1,0,0.0874
LAMB3,ITGB4,0,0.1656
LCN1,LMBR1L,0,0.5959
LGALS1,CD69,0,0.0184
LGALS3BP,ITGB1,0,0.8674
LGALS3BP,VANGL1,0,0.1582
LGALS9,HAVCR2,0,0.4563
LIF,IL6ST,0,0.3845
LIF,LIFR,0,0.1370
LIN7C,ABCA1,0,0.7028
LIN7C,KCNJ4,0,0.4883
LIPH,LPAR1,0,0.6349
LPL,CD44,0,0.3347
LPL,GPIHBP1,0,0.4719
LPL,LRP1,0,0.3005
LPL,LRP2,0,0.1907
LPL,SDC1,0,0.1302
LPL,VLDLR,0,0.0021
LRP1B,PLAUR,0,0.1638
LRPAP1,LDLR,0,0.4413
LRPAP1,LRP1,0,0.2039
LRPAP1,LRP2,0,0.4074
LRPAP1,LRP8,0,0.8133
LRPAP1,SORT1,0,0.3632
LRPAP1,VLDLR,1,0.9205
LTA,CACHD1,0,0.2692
LTA,EDNRA,0,0.1572
LTA,LTBR,0,0.3679
LTA,TNFRSF14,0,0.2368
LTA,TNFRSF1A,0,0.1443
LTBP1,ITGB5,0,0.7117
LTBP3,ITGB5,0,0.4856
LTB,CD40,0,0.1097
LTB,LTBR,0,0.3732
LTB,TNFRSF1A,0,0.4364
LTF,GP9,0,0.0602
LTF,GPR162,0,0.0554
LTF,LRP1,0,0.6973
LTF,TFRC,0,0.1206
LY6G5C,TMEM8A,0,0.0273
LY86,CD180,0,0.0845
LYPD3,AGR2,0,0.5707
MADCAM1,CD44,0,0.0214
MADCAM1,ITGA4,0,0.0014
MADCAM1,ITGB7,0,0.0661
MATN1,ITGA1,0,0.0000
MATN1,ITGB1,0,0.4494
MATN1,PTPRD,0,0.0691
MBL2,CALCR,0,0.3641
MBL2,CD93,0,0.3520
MDK,ALK,0,0.2358
MDK,ITGA4,0,0.0092
MDK,ITGA6,0,0.6021
MDK,ITGB1,0,0.4187
MDK,LRP1,0,0.2709
MDK,LRP2,0,0.4529
MDK,SDC1,0,0.2458
MDK,SDC3,0,0.4511
MDK,SDC4,0,0.0918
MFAP2,NOTCH1,0,0.1462
MFGE8,ITGAV,0,0.3320
MFGE8,ITGB3,0,0.3286
MFGE8,PDGFRB,0,0.7047
MFI2,TFRC,0,0.5920
MIA,CDH19,0,0.1213
MLLT4,EPHA7,0,0.3503
MLLT4,EPHB2,0,0.3996
MLLT4,EPHB6,0,0.1716
MLLT4,F11R,0,0.0000
MLLT4,NECTIN3,0,0.0218
MLLT4,NECTIN4,0,0.8437
MLLT4,NRXN2,0,0.7604
MLLT4,NRXN3,0,0.6421
MLN,MLNR,0,0.4297
MMP7,CD151,0,0.1728
MMP7,CD44,0,0.7797
MMP7,CDH6,0,0.7688
MMP7,ERBB4,0,0.0988
MST1,MST1R,0,0.2275
MYOC,FZD1,0,0.4207
MYOC,FZD10,0,0.1904
MYOC,FZD3,0,0.1502
MYOC,FZD4,0,0.5344
MYOC,FZD7,0,0.6682
NCAM1,CACNA1C,0,0.1689
NCAM1,FGFR1,0,0.1149
NCAM1,FGFR2,0,0.0187
NCAM1,GFRA1,0,0.1529
NCAM1,PTPRA,0,0.6035
NCAM1,ROBO1,0,0.1334
NCAN,CDH2,0,0.0931
NCAN,SDC3,0,0.2066
NDP,FZD4,0,0.1232
NDP,LGR4,0,0.1378
NECTIN2,CD226,0,0.2262
NECTIN3,TIGIT,0,0.3678
NGF,KIDINS220,0,0.2170
NGF,NGFR,0,0.1631
NGF,NGFRAP1,0,0.1342
NGF,SORT1,0,0.1458
NID1,COL13A1,0,0.7918
NID1,ITGA3,0,0.3296
NID1,ITGAV,0,0.5884
NID1,ITGB1,0,0.6066
NID1,ITGB3,0,0.3647
NID1,PTPRF,0,0.2491
NID2,COL13A1,0,0.2655
NLGN1,NRXN1,0,0.0503
NLGN1,NRXN2,0,0.0189
NLGN1,NRXN3,0,0.1735
NLGN2,NRXN1,0,0.1077
NLGN2,NRXN2,0,0.0232
NLGN2,NRXN3,0,0.0425
NLGN3,NRXN1,0,0.0730
NLGN3,NRXN2,0,0.1468
NLGN3,NRXN3,0,0.0773
NMB,BRS3,0,0.2168
NMB,GRPR,0,0.7071
NMB,NMBR,0,0.6724
NMS,ADRA2A,0,0.1569
NMS,GRM7,0,0.0073
NMS,MTNR1A,0,0.0944
NMS,NMUR1,0,0.0656
NMS,NMUR2,0,0.0388
NMU,ADRA2A,0,0.1411
NMU,GRM7,0,0.1127
NMU,MTNR1A,0,0.2312
NMU,NMUR1,0,0.0538
NMU,NMUR2,0,0.0556
NPB,ADRA2A,0,0.3640
NPB,GRM7,0,0.8848
NPB,MTNR1A,0,0.0338
NPB,NPBWR1,0,0.1220
NPB,NPBWR2,0,0.1540
NPFF,NPFFR1,0,0.0372
NPFF,NPFFR2,0,0.0135
NPNT,ITGA8,0,0.4583
NPNT,ITGB1,0,0.2795
NPPA,NPR1,0,0.2236
NPPA,NPR3,0,0.3841
NPPB,NPR1,0,0.4723
NPPB,NPR2,0,0.4488
NPPB,NPR3,0,0.5619
NPPC,NPR2,0,0.6549
NPPC,NPR3,0,0.8110
NPS,ADCYAP1R1,0,0.1772
NPS,ADRB2,0,0.0378
NPS,ADRB3,0,0.1097
NPS,GPR20,0,0.1572
NPS,GPR84,0,0.1834
NPS,NPSR1,0,0.2194
NPS,PTH1R,0,0.0412
NPS,RAMP2,0,0.1472
NPS,RAMP3,0,0.3862
NPS,TSHR,0,0.6491
NPS,VIPR1,0,0.0899
NPVF,NPFFR1,0,0.1455
NPVF,NPFFR2,0,0.1289
NPW,ADRA2A,0,0.1303
NPW,GRM7,0,0.0429
NPW,MTNR1A,0,0.7913
NPW,NPBWR1,0,0.3940
NPW,NPBWR2,0,0.2170
NPY,ADRA2A,0,0.0332
NPY,FAP,0,0.0750
NPY,GRM7,0,0.0000
NPY,MTNR1A,0,0.4588
NPY,NPFFR2,0,0.0000
NPY,NPY1R,0,0.0223
NPY,NPY2R,0,0.0008
NPY,PRLHR,0,0.0166
NRTN,GFRA1,0,0.1355
NRTN,GFRA2,0,0.2478
NRTN,GFRA3,0,0.3137
NRTN,RET,0,0.3692
NTF3,NGFR,0,0.6091
NTF4,NGFR,0,0.8113
NTF4,NGFRAP1,0,0.3683
