,x,y,type
c-509,2841.10396599603,4573.31420730957,Proliferating cell
c-510,2855.22042080373,4571.28192457113,Epithelial cell
c-511,2823.98595524146,4574.62078147183,Proliferating cell
c-512,2781.94097550955,4578.24895343018,CD8 T-cell
c-513,2925.55736978019,4574.36136603899,Epithelial cell
c-514,2773.12248486614,4575.27582966529,Proliferating cell
c-515,2899.48886761275,4576.66725748983,Epithelial cell
c-516,2807.36226897296,4577.46790585418,Proliferating cell
c-517,2853.61591065621,4581.17169243231,Proliferating cell
c-518,2793.08940446272,4582.25790974777,Epithelial cell
c-519,2801.45542380872,4583.95200124952,Proliferating cell
c-520,2829.88189736121,4583.4283170178,Proliferating cell
c-521,2772.0048901629,4583.36849897639,Proliferating cell
c-522,2823.61048894688,4587.67646720177,Proliferating cell
c-523,2899.34410863585,4583.58173064468,Proliferating cell
c-524,2903.70288213171,4586.30980640464,Epithelial cell
c-525,2861.93197527838,4586.38098599243,Proliferating cell
c-526,2777.5779995337,4587.69994839336,Epithelial cell
c-527,2933.60567129176,4587.95467483462,Epithelial cell
c-528,2769.82883674128,4589.38888305195,Epithelial cell
c-529,2763.505408543,4591.26604356569,Epithelial cell
c-530,2787.97725634502,4586.43492008757,Epithelial cell
c-531,2840.95114263584,4590.12801012302,Fibroblast
c-532,2867.15343091395,4589.40568223883,Proliferating cell
c-533,2782.57212418872,4591.5145246961,Proliferating cell
c-534,2887.65750768754,4591.80389969317,Proliferating cell
c-535,2895.71410518752,4591.87304333825,CD8 T-cell
c-536,2866.34784108288,4594.13677323044,Proliferating cell
c-537,2776.04058591273,4598.31707980703,Epithelial cell
c-538,2835.39854854294,4591.90721815655,Epithelial cell
c-539,2849.10492518583,4596.97678334217,Proliferating cell
c-540,2812.06782785258,4593.38500163914,Proliferating cell
c-541,2882.19249580721,4594.05799343064,Proliferating cell
c-542,2801.03574226648,4594.2834329793,Proliferating cell
c-543,2831.27482578423,4593.21796286132,Epithelial cell
c-544,2877.2777966958,4596.17552283963,Proliferating cell
c-545,2770.45398307331,4600.8846685471,Epithelial cell
c-546,2854.78968598956,4595.257715295,Proliferating cell
c-547,2785.7459631317,4599.15158990064,Epithelial cell
c-548,2836.83994091746,4595.50005576558,Proliferating cell
c-549,2828.71586435637,4597.23250310402,Proliferating cell
c-550,2841.89632350147,4595.89492265144,Proliferating cell
c-551,2794.66999496931,4602.23530283603,Proliferating cell
c-552,2892.42016870376,4598.27017352932,Proliferating cell
c-553,2837.29902810769,4599.56652742439,Proliferating cell
c-554,2933.75683545427,4600.1864338307,Epithelial cell
c-555,2864.54540268089,4600.8615265263,Proliferating cell
c-556,2871.09161680501,4601.63492728873,Proliferating cell
c-557,2859.79583542681,4602.5147755149,Proliferating cell
c-558,2812.37041937259,4603.65480996261,Proliferating cell
c-559,2928.89123997592,4605.18293506238,Epithelial cell
c-560,2896.91039119918,4602.32723707324,Proliferating cell
c-561,2937.1421352702,4605.53791625203,Epithelial cell
c-562,2880.66806060484,4608.56251238338,Proliferating cell
c-563,2838.89230894396,4607.04156473363,Proliferating cell
c-564,2846.40065517117,4606.01767756979,Proliferating cell
c-565,2891.42222955299,4607.27092642715,Proliferating cell
c-566,2791.18558592869,4611.10302205394,Proliferating cell
c-567,2852.94494825261,4606.79882515284,Proliferating cell
c-568,2768.90766369825,4610.41361382395,Epithelial cell
c-569,2898.01140445555,4607.98646187767,Proliferating cell
c-570,2814.62670541876,4608.29340722832,Proliferating cell
c-571,2887.55450356568,4612.09322844082,Proliferating cell
c-572,2858.34110677706,4609.02883614441,Macrophage
c-573,2816.7029903322,4611.61017563824,Proliferating cell
c-574,2920.73464468463,4611.88012345532,Epithelial cell
c-575,2906.38200249811,4614.46094671404,Proliferating cell
c-576,2766.86609719663,4619.85387412081,Epithelial cell
c-577,2797.91224533384,4615.72904424276,Proliferating cell
c-578,2948.94102673902,4614.61216547771,Epithelial cell
c-579,2816.31475967422,4619.79430712302,Proliferating cell
c-580,2848.73010651079,4619.4386990533,Proliferating cell
c-581,2890.31726982964,4618.16026229652,Proliferating cell
c-582,2808.64381542203,4616.14592963606,Proliferating cell
c-583,2784.2064072309,4618.4399338555,Proliferating cell
c-584,2861.79461913331,4618.40117259064,Proliferating cell
c-585,2837.79041149496,4619.27083964525,Proliferating cell
c-586,2885.6912261873,4619.68017385808,Proliferating cell
c-587,2897.89478774152,4621.10738919565,Proliferating cell
c-588,2808.58228686827,4619.63854689436,Proliferating cell
c-589,2805.53747492607,4623.65767444762,Proliferating cell
c-590,2821.61307294718,4623.02150728332,Proliferating cell
c-591,2788.66365583185,4623.44885642752,Epithelial cell
c-592,2848.27785682854,4625.18370771519,Proliferating cell
c-593,2827.1338512792,4625.59743872838,Proliferating cell
c-594,2810.67391944128,4626.02316043599,Proliferating cell
c-595,2788.2524331414,4629.57621500183,Epithelial cell
c-596,2830.80381776139,4631.68151320267,Proliferating cell
c-597,2949.97524532768,4627.61042523558,Epithelial cell
c-598,2796.87603879675,4629.01663779609,Proliferating cell
c-599,2870.9531396242,4628.77999815951,Epithelial cell
c-600,2941.42733496416,4626.61543573602,Epithelial cell
c-601,2905.24975570665,4626.6119852767,Epithelial cell
c-602,2791.93799681621,4629.1257590985,Proliferating cell
c-603,2814.61639259202,4629.01260263031,Proliferating cell
c-604,2823.11910464162,4627.81061300343,Proliferating cell
c-605,2839.79076211349,4630.3835439669,Proliferating cell
c-606,2835.13782846352,4629.2136193443,Proliferating cell
c-607,2856.12684374891,4631.16727229351,Proliferating cell
c-608,2802.94060288854,4630.82803184676,Proliferating cell
c-609,2867.21573598475,4632.97757528451,Proliferating cell
c-610,2795.73104146583,4634.01073486253,Proliferating cell
c-611,2781.75308338687,4634.33511384005,Proliferating cell
c-612,2850.32667161456,4635.65138312449,Proliferating cell
c-613,2841.23156405426,4635.69263781573,Proliferating cell
c-614,2844.7412097368,4638.92549453045,Proliferating cell
c-615,2787.59488898472,4638.7227532348,Epithelial cell
c-616,2857.2483939911,4638.03394499312,Proliferating cell
c-617,2836.6518592555,4636.98189812199,Proliferating cell
c-618,2820.74389954618,4637.32385900897,Proliferating cell
c-619,2915.6937382797,4640.18440890615,Epithelial cell
c-620,2862.67787989268,4642.47050922045,Proliferating cell
c-621,2783.83901374359,4643.71239086148,Epithelial cell
c-622,2951.98497857249,4641.61049921838,Epithelial cell
c-623,2818.45634778105,4640.64569953686,Proliferating cell
c-624,2905.54496864076,4641.46369124093,Proliferating cell
c-625,2887.53806370627,4641.58486479718,Epithelial cell
c-626,2839.23593587975,4644.00528932518,Proliferating cell
c-627,2803.44935039571,4642.28121093547,Proliferating cell
c-628,2833.17996898722,4643.33321957495,Proliferating cell
c-629,2777.55794622404,4645.07740348623,Proliferating cell
c-630,2849.83340352647,4645.45818033955,Proliferating cell
c-631,2940.52725856081,4648.29266025566,Epithelial cell
c-632,2894.86275539067,4646.76574798441,Proliferating cell
c-633,2878.42078474837,4655.03973062213,Proliferating cell
c-634,2889.17982436997,4647.92598007681,Proliferating cell
c-635,2800.89694011491,4645.83490966121,Proliferating cell
c-636,2908.77834948506,4653.11289230694,Proliferating cell
c-637,2791.0800432225,4647.72913941327,Proliferating cell
c-638,2843.33680970544,4653.77118214368,Proliferating cell
c-639,2832.32200945353,4654.33762592439,Proliferating cell
c-640,2844.80624838519,4649.99981266769,Proliferating cell
c-641,2917.09233576315,4651.81115282687,Epithelial cell
c-642,2869.62791209343,4653.29984123618,Proliferating cell
c-643,2799.77372370907,4650.50704114928,Proliferating cell
c-644,2854.01509571248,4653.17038010842,Proliferating cell
c-645,2828.42632647666,4652.68154126065,Proliferating cell
c-646,2929.83213849585,4652.43125465733,Epithelial cell
c-647,2857.9427845835,4655.49136619828,Proliferating cell
c-648,2804.23178187494,4655.43179245056,Proliferating cell
c-649,2842.60140335318,4662.0159316183,Proliferating cell
c-650,2905.2454348051,4660.9750519494,Epithelial cell
c-651,2885.54272993864,4657.90817081657,Proliferating cell
c-652,2788.26422118852,4659.42223752749,Proliferating cell
c-653,2836.89670280137,4659.84215823205,Proliferating cell
c-654,2852.66595172677,4659.60749821672,Proliferating cell
c-655,2791.79015801504,4662.41692420614,Proliferating cell
c-656,2811.11605399005,4662.24584907454,Proliferating cell
c-657,2818.91053157394,4658.57676505172,Proliferating cell
c-658,2887.8574079605,4662.98590158885,Proliferating cell
c-659,2918.1390335963,4660.0914898004,Proliferating cell
c-660,2892.9565816556,4664.03224303601,Proliferating cell
c-661,2831.52765773569,4670.0831678183,Proliferating cell
c-662,2827.11221021359,4664.94508786564,Proliferating cell
c-663,2822.98436889057,4665.79075538757,Proliferating cell
c-664,2934.3902534208,4667.61271314218,Proliferating cell
c-665,2840.99636719367,4667.87780575725,Proliferating cell
c-666,2874.05436039964,4669.69581604125,Proliferating cell
c-667,2919.23873017568,4665.57166742075,Proliferating cell
c-668,2867.8557692501,4668.55265108119,Proliferating cell
c-669,2940.73356574738,4670.90556723062,Epithelial cell
c-670,2770.16035519517,4670.15291182969,Monocytes
c-671,2801.39017007915,4671.84788179511,CD8 T-cell
c-672,2818.78644080236,4670.34574934915,Proliferating cell
c-673,2838.70845352191,4673.19270876306,Proliferating cell
c-674,2894.52664117628,4672.98989672807,Proliferating cell
c-675,2851.46687765172,4671.4165230809,Proliferating cell
c-676,2880.25819093324,4671.41710265741,Proliferating cell
c-677,2825.02377243042,4672.91882897322,Proliferating cell
c-678,2817.62278886446,4676.50083325885,Epithelial cell
c-679,2858.49529676405,4671.83762713024,Proliferating cell
c-680,2884.91005430728,4672.25795439695,Epithelial cell
c-681,2910.3343121974,4673.75743924799,Epithelial cell
c-682,2868.1674007677,4675.11893774802,Proliferating cell
c-683,2860.4226983583,4676.9101758416,Proliferating cell
c-684,2821.63146079518,4676.99788407884,Proliferating cell
c-685,2768.47399442726,4676.58948562315,Monocytes
c-686,2849.50971239678,4678.08850267662,Proliferating cell
c-687,2876.5297672976,4676.3378200349,Proliferating cell
c-688,2854.62178999076,4679.54401671615,Proliferating cell
c-689,2846.47725031557,4679.90413865711,Proliferating cell
c-690,2942.94238462426,4681.03659227863,Epithelial cell
c-691,2838.69910626549,4680.30703607691,Proliferating cell
c-692,2887.23725558347,4680.76802090851,Epithelial cell
c-693,2902.42714098454,4680.85771260096,Proliferating cell
c-694,2897.18153696491,4685.34383221291,Epithelial cell
c-695,2940.96173523672,4687.3807548034,Epithelial cell
c-696,2808.30754639023,4683.44625389857,Epithelial cell
c-697,2859.27731681885,4682.45689708565,Proliferating cell
c-698,2803.51761596382,4688.76349654022,Proliferating cell
c-699,2858.08225595453,4687.96485339288,Proliferating cell
c-700,2830.51276902144,4687.31013837627,Proliferating cell
c-701,2888.51446304105,4686.75955089738,Epithelial cell
c-702,2840.6904795802,4688.28930678169,Proliferating cell
c-703,2812.8028223484,4689.441736866,Proliferating cell
c-704,2872.26085626363,4690.08673310866,Proliferating cell
c-705,2883.00323689466,4688.27584854317,Proliferating cell
c-706,2848.5122204723,4689.71967703938,Proliferating cell
c-707,2878.83463647281,4690.62508462745,Proliferating cell
c-708,2914.03506682438,4691.96857273208,Epithelial cell
c-709,2854.68363087932,4693.82175110097,Proliferating cell
c-710,2862.68151629283,4690.80291860503,Proliferating cell
c-711,2814.82032043965,4692.98885980403,Epithelial cell
c-712,2829.72043111792,4692.81986646071,Macrophage
c-713,2846.71290558042,4694.71194211917,Proliferating cell
c-714,2901.89264119142,4695.55986784571,Epithelial cell
c-715,2835.51071248793,4695.15203492666,Macrophage
c-716,2864.64376676241,4695.61161906553,Proliferating cell
c-717,2893.18075057018,4694.79620632303,Proliferating cell
c-718,2884.30902806343,4695.33147182505,Epithelial cell
c-719,2875.64573147918,4697.29103593627,Proliferating cell
c-720,2812.14041000225,4698.20430698387,Epithelial cell
c-721,2902.77590967275,4700.66131827132,Epithelial cell
c-722,2854.87502229668,4700.90192179435,Proliferating cell
c-723,2850.89445153499,4702.14331139204,Epithelial cell
c-724,2871.44579287064,4701.3430955636,Proliferating cell
c-725,2885.96003716392,4703.11111906107,Epithelial cell
c-726,2816.38204061008,4702.82089432804,Epithelial cell
c-727,2864.60882576343,4704.21708366549,Epithelial cell
c-728,2834.39383689995,4704.85268529314,Fibroblast
c-729,2842.08651056142,4703.00468752717,Epithelial cell
c-730,2828.64704820636,4705.62555200063,Epithelial cell
c-731,2846.37816598479,4707.79567734343,Epithelial cell
c-732,2880.94376103723,4707.25175755938,Epithelial cell
c-733,2898.43147026033,4706.3570555859,Epithelial cell
c-734,2861.74327629077,4707.61866885604,Proliferating cell
c-735,2817.95602483581,4709.87046934322,Epithelial cell
c-736,2822.28915550329,4707.67722060944,Epithelial cell
c-737,2873.86509646618,4709.7212829043,Epithelial cell
c-738,2815.71527307251,4711.76130160946,Proliferating cell
c-739,2898.97251110255,4713.55289561367,Epithelial cell
c-740,2838.43580639989,4713.4209546134,Macrophage
c-741,2867.51680773455,4711.24061748132,Proliferating cell
c-742,2831.9222104736,4713.85506146959,Epithelial cell
c-743,2825.86021504402,4712.72501503727,Epithelial cell
c-744,2843.89345276226,4715.73816986499,Epithelial cell
c-745,2872.47573640357,4718.59570912868,Epithelial cell
c-746,2891.39596011099,4717.78650864934,Epithelial cell
c-747,2883.01073347012,4718.16051947475,Epithelial cell
c-748,2886.10177555431,4718.66501185625,Epithelial cell
c-749,2839.29086943861,4720.35204778483,Epithelial cell
c-750,2833.97796779719,4727.04173305684,Epithelial cell
c-751,2838.27194920771,4729.35856809803,Epithelial cell
c-752,2853.59291932574,4726.59715321586,Proliferating cell
c-753,2871.71384147816,4728.71350414001,Epithelial cell
c-754,2844.96825500442,4731.92113412968,Epithelial cell
c-755,2871.23642303172,4734.94210662535,Epithelial cell
c-756,2877.72871738912,4734.80079460784,Epithelial cell
c-757,2840.57602301994,4738.2021146609,Epithelial cell
c-758,2901.32515664987,4742.29193861452,Epithelial cell
c-759,2894.94742998431,4743.7515439793,Epithelial cell
c-760,2838.35383746596,4742.08356339023,Epithelial cell
c-761,2887.56702374202,4744.38940348756,Epithelial cell
c-762,2931.35782535946,4743.73746480065,Monocytes
c-763,2839.72630434088,4746.48946838197,Epithelial cell
c-764,2855.5314036758,4747.93435413417,Epithelial cell
c-765,2839.81875161093,4754.09171158433,Epithelial cell
c-766,2858.21953190991,4755.24507013584,Fibroblast
c-767,2928.70897679181,4756.60325970922,Fibroblast
c-768,2901.61248518199,4757.10024097786,Epithelial cell
c-769,2793.1654262373,4559.18594431897,Proliferating cell
c-770,2835.31573769821,4557.4405030836,Proliferating cell
c-771,2815.73604301343,4560.46446709693,Proliferating cell
c-772,2887.8387586995,4561.84329997278,Proliferating cell
c-773,2819.7580983072,4569.80412580668,Proliferating cell
c-774,2909.14466702646,4569.60729054309,Monocytes
c-775,2888.58500707648,4571.92931812109,Epithelial cell
c-776,2946.47195417895,4572.1444696332,Fibroblast
c-777,2883.44775240236,4575.26301477667,Epithelial cell
c-778,2824.18068460211,4578.99295908504,Proliferating cell
c-779,2893.39772579414,4583.42518888143,Proliferating cell
c-780,2837.44444777206,4586.33250687162,Fibroblast
c-781,2811.15497083189,4587.52667321461,Proliferating cell
c-782,2817.69571807082,4587.9403080007,Proliferating cell
c-783,2844.80020078621,4587.45491059433,CD8 T-cell
c-784,2853.09607558725,4588.7201519281,Proliferating cell
c-785,2792.18491638417,4593.17953099334,Proliferating cell
c-786,2806.63371406062,4597.04942788209,Proliferating cell
c-787,2897.08145687792,4597.23345063305,Proliferating cell
c-788,2868.80351262198,4596.82999183456,Proliferating cell
c-789,2762.76889346697,4601.10909328337,Proliferating cell
c-790,2816.4170486768,4598.78112489764,Proliferating cell
c-791,2800.39679617899,4602.04607653237,Proliferating cell
c-792,2883.85562996754,4600.55664800607,Proliferating cell
c-793,2821.31296595771,4602.66177735051,Proliferating cell
c-794,2846.51407817537,4601.85343902701,CD8 T-cell
c-795,2890.19583627995,4601.83386480641,Proliferating cell
c-796,2827.89511813301,4602.16300945479,Proliferating cell
c-797,2805.79933569715,4603.68367220323,Proliferating cell
c-798,2918.50747629961,4603.18129994965,Epithelial cell
c-799,2901.42888847296,4603.78207007122,Epithelial cell
c-800,2832.31968470838,4606.71540398899,Proliferating cell
c-801,2947.37182937906,4606.96627006082,Epithelial cell
c-802,2908.56065395784,4604.25064388294,Epithelial cell
c-803,2784.04023177354,4608.85985187301,Proliferating cell
c-804,2826.74327508615,4608.97990191591,Proliferating cell
c-805,2864.06302959132,4611.06178232056,Macrophage
c-806,2798.54463417229,4610.86556151715,Proliferating cell
c-807,2841.62775174394,4610.95532940287,Proliferating cell
c-808,2846.39000268573,4612.49670565312,Proliferating cell
c-809,2804.91482046856,4610.8844645241,Proliferating cell
c-810,2822.62866911274,4614.35201905379,Proliferating cell
c-811,2953.51833707889,4612.20436311416,Epithelial cell
c-812,2809.90335916886,4611.63350941122,Proliferating cell
c-813,2898.60878490328,4612.67494279088,Proliferating cell
c-814,2913.47619989402,4612.86501024458,Epithelial cell
c-815,2831.891896285,4614.87368861859,Proliferating cell
c-816,2849.86702131448,4614.61830305958,Proliferating cell
c-817,2775.64898707158,4619.3773494244,Epithelial cell
c-818,2793.20033413441,4621.33064192702,Epithelial cell
c-819,2855.32557265941,4623.96269352851,Proliferating cell
c-820,2862.04364188526,4625.11334017171,Proliferating cell
c-821,2835.27930500891,4624.60123904627,Proliferating cell
c-822,2782.29342844174,4627.22992167367,Epithelial cell
c-823,2775.23243125343,4627.94034445262,Epithelial cell
c-824,2850.36746759525,4628.65590458091,Proliferating cell
c-825,2823.14938394634,4631.47581370704,Proliferating cell
c-826,2817.43942700054,4631.24885596275,Proliferating cell
c-827,2955.22884255888,4633.97690915093,Epithelial cell
c-828,2811.04879179212,4634.19944557908,Proliferating cell
c-829,2933.73139193913,4637.94202889974,Fibroblast
c-830,2802.07174538634,4636.25117898729,Proliferating cell
c-831,2793.01660760987,4639.77062027551,Proliferating cell
c-832,2870.27506177569,4640.65687937496,Proliferating cell
c-833,2797.38638275384,4640.50802065894,Proliferating cell
c-834,2875.02677687159,4643.21741140788,Proliferating cell
c-835,2827.50812029034,4640.98878431519,Proliferating cell
c-836,2812.43983070834,4642.70719211062,Proliferating cell
c-837,2944.00146196428,4644.49629641441,Fibroblast
c-838,2899.65046037755,4647.63503855458,Proliferating cell
c-839,2824.08017667475,4644.8973260999,Proliferating cell
c-840,2855.41267276181,4645.73826434662,Proliferating cell
c-841,2808.23359464376,4650.31413326848,Proliferating cell
c-842,2864.54901872312,4651.93578893833,Proliferating cell
c-843,2821.88785473507,4649.78052560476,Epithelial cell
c-844,2874.81456610349,4652.3778900948,Proliferating cell
c-845,2897.10223070684,4653.00493102153,Proliferating cell
c-846,2788.17590501075,4651.78191442582,Epithelial cell
c-847,2796.0767229858,4653.2107325762,Proliferating cell
c-848,2892.41186812536,4653.436474522,Proliferating cell
c-849,2814.84882082915,4656.30346747615,Proliferating cell
c-850,2823.14529923989,4655.51497887863,Proliferating cell
c-851,2800.14903200024,4658.10868144735,Proliferating cell
c-852,2954.34665277744,4657.44260558635,Epithelial cell
c-853,2849.5831252793,4664.88593266795,Proliferating cell
c-854,2866.58984305157,4662.65415254514,Proliferating cell
c-855,2940.52829605886,4662.44195064709,Epithelial cell
c-856,2799.49382236267,4664.39710505208,Proliferating cell
c-857,2819.17896098801,4663.80254973164,Proliferating cell
c-858,2861.71374250721,4668.11535074925,Proliferating cell
c-859,2806.60040660942,4666.5992175859,Proliferating cell
c-860,2917.88000754443,4668.35139239549,Proliferating cell
c-861,2906.89495842526,4671.76548521757,Epithelial cell
c-862,2935.28538824896,4678.00865676491,Proliferating cell
c-863,2807.99107875904,4677.39953745842,Proliferating cell
c-864,2866.43920560305,4679.16835836634,Proliferating cell
c-865,2873.46988115079,4681.54464846437,Proliferating cell
c-866,2825.48115322714,4681.30604816037,Proliferating cell
c-867,2877.67407251315,4681.67737650719,Proliferating cell
c-868,2882.9297061846,4682.0385494942,Proliferating cell
c-869,2831.97595366099,4683.11686317452,Proliferating cell
c-870,2916.9404471934,4683.30368720295,Epithelial cell
c-871,2869.05021419277,4683.33868416346,Proliferating cell
c-872,2823.26092770369,4685.5572863591,Epithelial cell
c-873,2866.21801061916,4686.92031196466,Proliferating cell
c-874,2891.0977248084,4691.0478148714,Proliferating cell
c-875,2928.02460235127,4693.52696837912,Epithelial cell
c-876,2837.2505621042,4692.00388434761,Proliferating cell
c-877,2765.57194795155,4697.87857650715,Monocytes
c-878,2894.73986892251,4698.4636390415,Proliferating cell
c-879,2824.83471558617,4699.43739853416,Proliferating cell
c-880,2837.28606826503,4699.49603344677,Fibroblast
c-881,2919.01633677435,4705.16848391393,Epithelial cell
c-882,2857.71807394299,4710.458231582,Epithelial cell
c-883,2852.02340531098,4714.69457434581,Proliferating cell
c-884,2784.95835625818,4714.7322236532,Monocytes
c-885,2825.74595714901,4718.59607006126,Epithelial cell
c-886,2813.11486620843,4720.05272640597,Monocytes
c-887,2834.39194085916,4719.31109586461,Proliferating cell
c-888,2853.39590933777,4720.6938299875,Epithelial cell
c-889,2876.18218995285,4721.53855937632,Epithelial cell
c-890,2824.30703450909,4721.91929756601,Epithelial cell
c-891,2848.27303810289,4722.51180171587,Proliferating cell
c-892,2895.57270148786,4722.0641158783,Epithelial cell
c-893,2861.4189518515,4724.66905779257,Epithelial cell
c-894,2880.82846640016,4725.31344389501,Epithelial cell
c-895,2957.06428649922,4727.07051440623,Monocytes
c-896,2794.56759089317,4727.85674042518,Macrophage
c-897,2850.4576802998,4731.16687677992,Proliferating cell
c-898,2772.75376903187,4730.58647326744,Monocytes
c-899,2825.19311276173,4731.65396939223,Monocytes
c-900,2817.98574329867,4735.1230367716,Monocytes
c-901,2813.29456062232,4738.47034329627,Monocytes
c-902,2862.32627275927,4743.27371503324,Epithelial cell
c-903,2772.75840696621,4743.74072091581,Epithelial cell
c-904,2849.38064603015,4745.24991919485,Epithelial cell
c-905,2809.29678871211,4749.43411967455,Monocytes
c-906,2814.84835648492,4752.84160123124,Monocytes
c-907,2824.59341151083,4753.27648778605,Epithelial cell
c-908,2806.82921734632,4756.02520517449,Monocytes
c-909,2765.20197932204,4757.65128221446,Proliferating cell
c-910,2949.81758822989,4756.13957133922,Fibroblast
c-911,2938.79357577505,4582.79973942762,Fibroblast
c-912,2927.05021310483,4584.24918543662,Epithelial cell
c-913,2912.75538185623,4583.84594830604,Epithelial cell
c-914,2945.4469266793,4595.20667395246,Epithelial cell
c-915,2932.65297991872,4593.86127232196,Epithelial cell
c-916,2938.81927190123,4592.50746723706,Epithelial cell
c-917,2909.20401501452,4597.38720083874,Epithelial cell
c-918,2952.94338225978,4599.20514643135,Epithelial cell
c-919,2907.68330919995,4608.66754192855,Proliferating cell
c-920,2929.0709372518,4617.45281175741,Fibroblast
c-921,2941.1772881061,4615.50614337205,Epithelial cell
c-922,2961.185100181,4619.05713164747,Epithelial cell
c-923,2948.07764810996,4620.3946958462,Epithelial cell
c-924,2907.33267049886,4620.65199568709,Proliferating cell
c-925,2937.73358508251,4625.89109507489,Fibroblast
c-926,2915.40033028873,4625.86686291242,Epithelial cell
c-927,2947.74115346702,4633.7277750047,Epithelial cell
c-928,2917.7215471997,4645.72561107847,Epithelial cell
c-929,2928.75629065568,4647.79688954755,Proliferating cell
c-930,2935.72728201264,4650.81890731132,Epithelial cell
c-931,2953.26621052675,4648.10948405468,Epithelial cell
c-932,2950.30051535735,4651.6673770287,Epithelial cell
c-933,2930.35848442802,4659.35670396422,Epithelial cell
c-934,2924.24838290359,4661.57155017143,Epithelial cell
c-935,2913.77859733878,4661.23870812407,Epithelial cell
c-936,2958.72574337194,4664.0667887768,Epithelial cell
c-937,2948.33070032657,4667.99107821635,Epithelial cell
c-938,2913.48337538671,4668.04006509435,Epithelial cell
c-939,2929.1161944255,4679.42746049415,Epithelial cell
c-940,2963.79730330017,4681.79006177585,Epithelial cell
c-941,2920.18310601238,4680.96727324321,Epithelial cell
c-942,2949.60139659695,4685.76165530734,Epithelial cell
c-943,2934.63232337523,4687.10380444064,Epithelial cell
c-944,2920.62879174962,4690.12082017779,Epithelial cell
c-945,2933.47001446621,4696.84352656903,Epithelial cell
c-946,2939.45067394744,4698.98578866176,Epithelial cell
c-947,2922.33608332385,4695.1860479085,Epithelial cell
c-948,2917.01874257532,4697.55850420484,Epithelial cell
c-949,2910.30967047122,4703.92172131313,Epithelial cell
c-950,2949.32038922676,4707.60472797008,Monocytes
c-951,2934.58798139004,4709.73770944071,Epithelial cell
c-952,2904.3305050563,4711.86483088684,Epithelial cell
c-953,2918.6585927803,4712.63074521418,Monocytes
c-954,2908.05270170565,4718.42073960797,Epithelial cell
c-955,2904.47349564793,4722.19647899257,Epithelial cell
c-956,2910.18288737789,4721.99201084727,Epithelial cell
c-957,2957.83424051595,4732.30640033848,Macrophage
c-958,2909.91147350318,4739.28640127865,Epithelial cell
c-959,2926.65550684551,4739.31523192957,Macrophage
c-960,2917.99576128775,4740.75077733624,Epithelial cell
c-961,2921.60488792956,4750.18382524541,Epithelial cell
c-962,2911.55600597633,4559.18705103848,Epithelial cell
c-963,2961.69773259538,4577.75743647777,Monocytes
c-964,2953.02440517132,4580.90392009262,Fibroblast
c-965,2907.39589653615,4587.67084266905,Epithelial cell
c-966,2915.65539421368,4588.90931953433,Monocytes
c-967,2962.13579642364,4589.11262825661,Monocytes
c-968,2919.63615786265,4595.64845256998,Epithelial cell
c-969,2905.32093164768,4599.62844707189,Proliferating cell
c-970,2941.13498250716,4604.87463281258,Epithelial cell
c-971,2916.66674734539,4608.34652344721,Epithelial cell
c-972,2954.09571443677,4619.47536870197,Epithelial cell
c-973,2916.10304208746,4617.97431894575,Epithelial cell
c-974,2920.92654353806,4624.21046359366,Epithelial cell
c-975,2957.99097756524,4626.93223928729,Epithelial cell
c-976,2963.66154986899,4634.10093307019,Epithelial cell
c-977,2904.87807328567,4647.06339127516,Epithelial cell
c-978,2912.50108467435,4651.3585587058,Epithelial cell
c-979,2920.71581182433,4654.16412454178,Epithelial cell
c-980,2926.06617755112,4658.98529299818,Epithelial cell
c-981,2910.88914685511,4662.22082101361,Epithelial cell
c-982,2943.78167216303,4661.96615958773,Epithelial cell
c-983,2929.88274618519,4670.15285059427,Epithelial cell
c-984,2925.04377417148,4672.51882538601,Epithelial cell
c-985,2913.20795013727,4674.52591504107,Epithelial cell
c-986,2917.41785834986,4674.27448759056,Epithelial cell
c-987,2907.78672987622,4679.96832406915,Proliferating cell
c-988,2911.44081388488,4682.13402528786,Proliferating cell
c-989,2924.84535349288,4682.56313000943,Epithelial cell
c-990,2906.95951409949,4688.83245907101,Epithelial cell
c-991,2923.46573693718,4701.26110846417,Epithelial cell
c-992,2927.95904924683,4705.34727168447,Epithelial cell
c-993,2964.02688169815,4712.28778598466,Monocytes
c-994,2955.96889921143,4714.25396508722,Monocytes
c-995,2949.00187473337,4715.98594921805,Monocytes
c-996,2913.27728112132,4717.50649435561,Epithelial cell
c-997,2950.67565182119,4734.42168126276,Macrophage
c-998,2949.70839189761,4742.09154510863,Monocytes
c-999,2941.98025586915,4745.14627911052,Monocytes
c-1000,2956.24182589038,4750.00075164347,Monocytes
c-1001,2907.91602962997,4752.36577960818,Epithelial cell
c-1002,2937.41142247101,4754.95371524753,Monocytes
c-1003,2920.61867229615,4581.69734899534,Epithelial cell
c-1004,2907.1829378169,4580.0708783531,Proliferating cell
c-1005,2916.90592204684,4568.63850019136,Epithelial cell
c-1006,2927.14383902839,4570.15156618377,Epithelial cell
c-1007,2961.03609611827,4571.8348483379,Monocytes
c-1008,2912.6205080817,4576.81213773954,Epithelial cell
c-1009,2829.97887229802,4561.64287082722,CD8 T-cell
c-1010,2868.85248044555,4562.93595607925,Epithelial cell
