,key,pos,neg
12852,C4B,CD46,GHRL
12853,C4B,CD46,CP
12854,C4B,CD46,COL6A1
12855,C4B,CD46,TNFSF12
12856,C4B,CD46,CD1D
12857,C4B,CD46,LAMA1
12858,C4B,CD46,QRFP
12859,C4B,CD46,TNFSF9
12860,C4B,CD46,NTN1
12861,C4B,CD46,TNFSF8
12862,C4B,CD46,NPY
12863,C4B,CD46,BGN
12864,C4B,CD46,CCL16
12865,C4B,CD46,HSP90B1
12866,C4B,CD46,COL4A2
12867,C4B,CD46,NLGN2
12868,C4B,CD46,EBI3
12869,C4B,CD46,FGF23
12870,C4B,CD46,IL17A
12871,C4B,CD46,F10
12872,C4B,CD46,ADAM15
12873,C4B,CD46,PTHLH
12874,C4B,CD46,WNT1
12875,C4B,CD46,IL12A
12876,C4B,CD46,CEACAM5
12877,C4B,CD46,CCL11
12878,C4B,CD46,FGF19
12879,C4B,CD46,RSPO2
12880,C4B,CD46,EDA
12881,C4B,CD46,KNG1
12882,C4B,CD46,GPI
12883,C4B,CD46,COL2A1
12884,C4B,CD46,C4A
12885,C4B,CD46,RPS27A
12886,C4B,CD46,TCN2
12887,C4B,CD46,LTBP3
12888,C4B,CD46,GZMB
12889,C4B,CD46,GNB3
12890,C4B,CD46,INHA
12891,C4B,CD46,COL18A1
12892,C4B,CD46,IGFBP4
12893,C4B,CD46,NGF
12894,C4B,CD46,LRPAP1
12895,C4B,CD46,TNF
12896,C4B,CD46,RSPO1
12897,C4B,CD46,HLA-A
12898,C4B,CD46,SLIT1
12899,C4B,CD46,PTN
12900,C4B,CD46,CLEC3A
12901,C4B,CD46,SEMA6D
12902,C4B,CD46,CXCL12
12903,C4B,CD46,SST
12904,C4B,CD46,XCL1
12905,C4B,CD46,BCAN
12906,C4B,CD46,NCAN
12907,C4B,CD46,IFNB1
12908,C4B,CD46,GAST
12909,C4B,CD46,LTB
12910,C4B,CD46,FLT3LG
12911,C4B,CD46,HLA-G
12912,C4B,CD46,CLCF1
12913,C4B,CD46,IGF1
12914,C4B,CD46,MATN1
12915,C4B,CD46,SFTPD
12916,C4B,CD46,VCAM1
12917,C4B,CD46,HLA-C
12918,C4B,CD46,CHAD
12919,C4B,CD46,INSL3
12920,C4B,CD46,EDN1
12921,C4B,CD46,DKK1
12922,C4B,CD46,TGFB2
12923,C4B,CD46,CAMP
12924,C4B,CD46,UTS2B
12925,C4B,CD46,IRAK4
12926,C4B,CD46,ANOS1
12927,C4B,CD46,INHBC
12928,C4B,CD46,CD34
12929,C4B,CD46,CALCA
12930,C4B,CD46,GDF10
12931,C4B,CD46,LIPH
12932,C4B,CD46,CXCL16
12933,C4B,CD46,IL15
12934,C4B,CD46,IL21
12935,C4B,CD46,COL3A1
12936,C4B,CD46,NTN3
12937,C4B,CD46,PVR
12938,C4B,CD46,HRG
12939,C4B,CD46,TPH1
12940,C4B,CD46,KITLG
12941,C4B,CD46,CX3CL1
12942,C4B,CD46,PDCD1LG2
12943,C4B,CD46,ADM2
12944,C4B,CD46,IL1B
12945,C4B,CD46,MADCAM1
12946,C4B,CD46,WNT11
12947,C4B,CD46,CCL15
12948,C4B,CD46,TNC
12949,C4B,CD46,RELN
12950,C4B,CD46,EFNA1
12951,C4B,CD46,C1QTNF5
12952,C4B,CD46,IFNA10
12953,C4B,CD46,IL3
12954,C4B,CD46,FGF12
12955,C4B,CD46,CD40LG
12956,C4B,CD46,HSPG2
12957,C4B,CD46,TGM2
12958,C4B,CD46,CCL18
12959,C4B,CD46,KRTAP4-12
12960,C4B,CD46,ADAM10
12961,C4B,CD46,EFNA5
12962,C4B,CD46,EFEMP2
12963,C4B,CD46,IFNL1
12964,C4B,CD46,PRSS23
12965,C4B,CD46,CXCL13
12966,C4B,CD46,APP
12967,C4B,CD46,CCL21
12968,C4B,CD46,F2
12969,C4B,CD46,ICAM2
12970,C4B,CD46,WNT3A
12971,C4B,CD46,LPL
12972,C4B,CD46,LAMB3
12973,C4B,CD46,LY86
12974,C4B,CD46,PF4
12975,C4B,CD46,CD99
12976,C4B,CD46,SEMA5A
12977,C4B,CD46,SHBG
12978,C4B,CD46,VEGFA
12979,C4B,CD46,CEACAM6
12980,C4B,CD46,CCL20
12981,C4B,CD46,PPY
12982,C4B,CD46,PENK
12983,C4B,CD46,CRH
12984,C4B,CD46,EDN3
12985,C4B,CD46,NPB
12986,C4B,CD46,FGF20
12987,C4B,CD46,PDGFB
12988,C4B,CD46,IL19
12989,C4B,CD46,TAC1
12990,C4B,CD46,OLFM2
12991,C4B,CD46,NUCB2
12992,C4B,CD46,NMS
12993,C4B,CD46,HGF
12994,C4B,CD46,FGF11
12995,C4B,CD46,PTH2
12996,C4B,CD46,B2M
12997,C4B,CD46,SFRP1
12998,C4B,CD46,HP
12999,C4B,CD46,HCRT
13000,C4B,CD46,CFC1
13001,C4B,CD46,TF
13002,C4B,CD46,TGFB1
13003,C4B,CD46,PSAP
13004,C4B,CD46,IL12B
13005,C4B,CD46,EDN2
13006,C4B,CD46,FGF13
13007,C4B,CD46,TNFSF13
13008,C4B,CD46,ADAM9
13009,C4B,CD46,IL2
13010,C4B,CD46,GAS6
13011,C4B,CD46,PIP
13012,C4B,CD46,PAPLN
13013,C4B,CD46,GALP
13014,C4B,CD46,CALM3
13015,C4B,CD46,EXOC3-AS1
13016,C4B,CD46,COL4A1
13017,C4B,CD46,PROK2
13018,C4B,CD46,TNFSF15
13019,C4B,CD46,MIA
13020,C4B,CD46,IL16
13021,C4B,CD46,IL5
13022,C4B,CD46,MYOC
13023,C4B,CD46,FASLG
13024,C4B,CD46,C4BPA
13025,C4B,CD46,CCL13
13026,C4B,CD46,COL5A1
13027,C4B,CD46,FGA
13028,C4B,CD46,CRP
13029,C4B,CD46,SEMA4C
13030,C4B,CD46,CXCL10
13031,C4B,CD46,GUCA2B
13032,C4B,CD46,CELA3B
13033,C4B,CD46,DLL1
13034,C4B,CD46,BMP15
13035,C4B,CD46,IL23A
13036,C4B,CD46,HLA-E
13037,C4B,CD46,RSPO3
13038,C4B,CD46,BST2
13039,C4B,CD46,IFNL2
13040,C4B,CD46,DLK2
13041,C4B,CD46,RLN1
13042,C4B,CD46,CSF2
13043,C4B,CD46,TIM-1
13044,C4B,CD46,ADAM17
13045,C4B,CD46,C1QTNF1
13046,C4B,CD46,IL1A
13047,C4B,CD46,NTS
13048,C4B,CD46,BMP10
13049,C4B,CD46,WNT3
13050,C4B,CD46,CXCL1
13051,C4B,CD46,KISS1
13052,C4B,CD46,DSC1
13053,C4B,CD46,SEMA6A
13054,C4B,CD46,CGA
13055,C4B,CD46,NECTIN2
13056,C4B,CD46,NPVF
13057,C4B,CD46,ADAM28
13058,C4B,CD46,CNTF
13059,C4B,CD46,GNAI2
13060,C4B,CD46,EFNA2
13061,C4B,CD46,BMP2
13062,C4B,CD46,MLLT4
13063,C4B,CD46,RLN3
13064,C4B,CD46,EGF
13065,C4B,CD46,NPW
13066,C4B,CD46,FGF2
13067,C4B,CD46,IL18
13068,C4B,CD46,HSP90AA1
13069,C4B,CD46,CD80
13070,C4B,CD46,SOST
13071,C4B,CD46,ADM
13072,C4B,CD46,FGF10
13073,C4B,CD46,DSC2
13074,C4B,CD46,TNFSF14
13075,C4B,CD46,ALOX5AP
13076,C4B,CD46,IL17F
13077,C4B,CD46,PLG
13078,C4B,CD46,CCL2
13079,C4B,CD46,BST1
13080,C4B,CD46,BDNF
13081,CALCA,ADCYAP1R1,IL20
13082,CALCA,ADCYAP1R1,NTF4
13083,CALCA,ADCYAP1R1,NPPA
13084,CALCA,ADCYAP1R1,APOC3
13085,CALCA,ADCYAP1R1,C5
13086,CALCA,ADCYAP1R1,GSTP1
13087,CALCA,ADCYAP1R1,FN1
13088,CALCA,ADCYAP1R1,LGALS1
13089,CALCA,ADCYAP1R1,COL1A1
13090,CALCA,ADCYAP1R1,VEGFC
13091,CALCA,ADCYAP1R1,SEMA4B
13092,CALCA,ADCYAP1R1,AGRP
13093,CALCA,ADCYAP1R1,LY6G5C
13094,CALCA,ADCYAP1R1,PTGS2
13095,CALCA,ADCYAP1R1,AREG
13096,CALCA,ADCYAP1R1,LAMA2
13097,CALCA,ADCYAP1R1,IL1F10
13098,CALCA,ADCYAP1R1,SLIT2
13099,CALCA,ADCYAP1R1,DLL4
13100,CALCA,ADCYAP1R1,BMP4
13101,CALCA,ADCYAP1R1,PTDSS1
13102,CALCA,ADCYAP1R1,PROK1
13103,CALCA,ADCYAP1R1,SEMA4A
13104,CALCA,ADCYAP1R1,NCAM1
13105,CALCA,ADCYAP1R1,IGFL1
13106,CALCA,ADCYAP1R1,CSF1
13107,CALCA,ADCYAP1R1,SCT
13108,CALCA,ADCYAP1R1,LILRB4
13109,CALCA,ADCYAP1R1,L1CAM
13110,CALCA,ADCYAP1R1,PROS1
13111,CALCA,ADCYAP1R1,DUSP18
13112,CALCA,ADCYAP1R1,IL31
13113,CALCA,ADCYAP1R1,SHP1
13114,CALCA,ADCYAP1R1,CCL17
13115,CALCA,ADCYAP1R1,NID2
13116,CALCA,ADCYAP1R1,GCG
13117,CALCA,ADCYAP1R1,NPFF
13118,CALCA,ADCYAP1R1,NMU
13119,CALCA,ADCYAP1R1,IFNA14
13120,CALCA,ADCYAP1R1,CXCL2
13121,CALCA,ADCYAP1R1,APOC1
13122,CALCA,ADCYAP1R1,PIK3CD-AS1
13123,CALCA,ADCYAP1R1,C3
13124,CALCA,ADCYAP1R1,FGF1
13125,CALCA,ADCYAP1R1,CCL25
13126,CALCA,ADCYAP1R1,CD22
13127,CALCA,ADCYAP1R1,F11
13128,CALCA,ADCYAP1R1,NTF3
13129,CALCA,ADCYAP1R1,SPINK1
13130,CALCA,ADCYAP1R1,CCL19
13131,CALCA,ADCYAP1R1,MST1
13132,CALCA,ADCYAP1R1,PDGFC
13133,CALCA,ADCYAP1R1,PLAU
13134,CALCA,ADCYAP1R1,HLA-F
13135,CALCA,ADCYAP1R1,GNAS
13136,CALCA,ADCYAP1R1,SERPINA7
13137,CALCA,ADCYAP1R1,HBEGF
13138,CALCA,ADCYAP1R1,TAC4
13139,CALCA,ADCYAP1R1,NLGN3
13140,CALCA,ADCYAP1R1,TNFSF10
13141,CALCA,ADCYAP1R1,RARRES2
13142,CALCA,ADCYAP1R1,CTGF
13143,CALCA,ADCYAP1R1,ANGPT2
13144,CALCA,ADCYAP1R1,SHANK1
13145,CALCA,ADCYAP1R1,CSF3
13146,CALCA,ADCYAP1R1,EFNA3
13147,CALCA,ADCYAP1R1,FARP2
13148,CALCA,ADCYAP1R1,CCL14
13149,CALCA,ADCYAP1R1,FGF4
13150,CALCA,ADCYAP1R1,GDF1
13151,CALCA,ADCYAP1R1,LAMB2
13152,CALCA,ADCYAP1R1,REN
13153,CALCA,ADCYAP1R1,LTA
13154,CALCA,ADCYAP1R1,INHBB
13155,CALCA,ADCYAP1R1,NTNG1
13156,CALCA,ADCYAP1R1,GDF9
13157,CALCA,ADCYAP1R1,CD55
13158,CALCA,ADCYAP1R1,NPS
13159,CALCA,ADCYAP1R1,GDF5
13160,CALCA,ADCYAP1R1,PSEN1
13161,CALCA,ADCYAP1R1,HEBP1
13162,CALCA,ADCYAP1R1,INHBA
13163,CALCA,ADCYAP1R1,ANGPT1
13164,CALCA,ADCYAP1R1,SPINT1
13165,CALCA,ADCYAP1R1,NRTN
13166,CALCA,ADCYAP1R1,CLEC2B
13167,CALCA,ADCYAP1R1,DHH
13168,CALCA,ADCYAP1R1,CLEC2A
13169,CALCA,ADCYAP1R1,AGRN
13170,CALCA,ADCYAP1R1,OXT
13171,CALCA,ADCYAP1R1,LTF
13172,CALCA,ADCYAP1R1,BMP7
13173,CALCA,ADCYAP1R1,HSPA1A
13174,CALCA,ADCYAP1R1,ICAM3
13175,CALCA,ADCYAP1R1,NLGN1
13176,CALCA,ADCYAP1R1,ITIH2
13177,CALCA,ADCYAP1R1,NDP
13178,CALCA,ADCYAP1R1,THBS1
13179,CALCA,ADCYAP1R1,NID1
13180,CALCA,ADCYAP1R1,CALCB
13181,CALCA,ADCYAP1R1,SHH
13182,CALCA,ADCYAP1R1,BTLA
13183,CALCA,ADCYAP1R1,MDK
13184,CALCA,ADCYAP1R1,OSM
13185,CALCA,ADCYAP1R1,SEMA3A
13186,CALCA,ADCYAP1R1,PYY
13187,CALCA,ADCYAP1R1,PECAM1
13188,CALCA,ADCYAP1R1,HAS2
13189,CALCA,ADCYAP1R1,ARTN
13190,CALCA,ADCYAP1R1,CALM1
13191,CALCA,ADCYAP1R1,C4B
13192,CALCA,ADCYAP1R1,CD5L
13193,CALCA,ADCYAP1R1,CALM2
13194,CALCA,ADCYAP1R1,WNT7A
13195,CALCA,ADCYAP1R1,EFNB1
13196,CALCA,ADCYAP1R1,GDF2
13197,CALCA,ADCYAP1R1,ACTR2
13198,CALCA,ADCYAP1R1,OMG
13199,CALCA,ADCYAP1R1,CALR
13200,CALCA,ADCYAP1R1,PDYN
13201,CALCA,ADCYAP1R1,CD52
13202,CALCA,ADCYAP1R1,SEMA3C
13203,CALCA,ADCYAP1R1,ARF1
13204,CALCA,ADCYAP1R1,DCN
13205,CALCA,ADCYAP1R1,PDGFA
13206,CALCA,ADCYAP1R1,GHRH
13207,CALCA,ADCYAP1R1,APOE
13208,CALCA,ADCYAP1R1,NPPC
13209,CALCA,ADCYAP1R1,GUCA2A
13210,CALCA,ADCYAP1R1,F8
13211,CALCA,ADCYAP1R1,CD14
13212,CALCA,ADCYAP1R1,ICAM4
13213,CALCA,ADCYAP1R1,SEMA4D
13214,CALCA,ADCYAP1R1,NTN4
13215,CALCA,ADCYAP1R1,EFNB2
13216,CALCA,ADCYAP1R1,EFNA4
13217,CALCA,ADCYAP1R1,INSL5
13218,CALCA,ADCYAP1R1,CNTN2
13219,CALCA,ADCYAP1R1,CCK
13220,CALCA,ADCYAP1R1,ZG16B
13221,CALCA,ADCYAP1R1,ADAM12
13222,CALCA,ADCYAP1R1,ANGPTL3
13223,CALCA,ADCYAP1R1,NPNT
13224,CALCA,ADCYAP1R1,APOB
13225,CALCA,ADCYAP1R1,FSHB
13226,CALCA,ADCYAP1R1,AGT
13227,CALCA,ADCYAP1R1,CTHRC1
13228,CALCA,ADCYAP1R1,CCL23
13229,CALCA,ADCYAP1R1,LYPD3
13230,CALCA,ADCYAP1R1,CDH1
13231,CALCA,ADCYAP1R1,ECM1
13232,CALCA,ADCYAP1R1,IL8
13233,CALCA,ADCYAP1R1,CGN
13234,CALCA,ADCYAP1R1,APLN
13235,CALCA,ADCYAP1R1,IL10
13236,CALCA,ADCYAP1R1,IL11
13237,CALCA,ADCYAP1R1,JAG1
13238,CALCA,ADCYAP1R1,IL4
13239,CALCA,ADCYAP1R1,AVP
13240,CALCA,ADCYAP1R1,HRAS
13241,CALCA,ADCYAP1R1,DKK2
13242,CALCA,ADCYAP1R1,SPP1
13243,CALCA,ADCYAP1R1,LAMA5
13244,CALCA,ADCYAP1R1,CORT
13245,CALCA,ADCYAP1R1,CXCL11
13246,CALCA,ADCYAP1R1,GPC3
13247,CALCA,ADCYAP1R1,CCL5
13248,CALCA,ADCYAP1R1,GDNF
13249,CALCA,ADCYAP1R1,CD70
13250,CALCA,ADCYAP1R1,MMP7
13251,CALCA,ADCYAP1R1,IL36A
13252,CALCA,ADCYAP1R1,LGALS3BP
13253,CALCA,ADCYAP1R1,ADAM2
13254,CALCA,ADCYAP1R1,PGF
13255,CALCA,ADCYAP1R1,PON2
13256,CALCA,ADCYAP1R1,FBN1
13257,CALCA,ADCYAP1R1,HDC
13258,CALCA,ADCYAP1R1,IL9
13259,CALCA,ADCYAP1R1,AANAT
13260,CALCA,ADCYAP1R1,GIP
13261,CALCA,ADCYAP1R1,IFNA6
13262,CALCA,ADCYAP1R1,IL22
13263,CALCA,ADCYAP1R1,HMGB1
13264,CALCA,ADCYAP1R1,SAA1
13265,CALCA,ADCYAP1R1,CD36
13266,CALCA,ADCYAP1R1,SELPLG
13267,CALCA,ADCYAP1R1,ANXA1
13268,CALCA,ADCYAP1R1,S100A8
13269,CALCA,ADCYAP1R1,ICAM1
13270,CALCA,ADCYAP1R1,SERPING1
13271,CALCA,ADCYAP1R1,LRP1B
13272,CALCA,ADCYAP1R1,ADCYAP1
13273,CALCA,ADCYAP1R1,RLN2
13274,CALCA,ADCYAP1R1,POMC
13275,CALCA,ADCYAP1R1,PNOC
13276,CALCA,ADCYAP1R1,KLRB1
13277,CALCA,ADCYAP1R1,LIF
13278,CALCA,ADCYAP1R1,NECTIN3
13279,CALCA,ADCYAP1R1,WNT5A
13280,CALCA,ADCYAP1R1,NTNG2
13281,CALCA,ADCYAP1R1,IL36G
13282,CALCA,ADCYAP1R1,ITGB3BP
13283,CALCA,ADCYAP1R1,FST
13284,CALCA,ADCYAP1R1,WNT2
13285,CALCA,ADCYAP1R1,IAPP
13286,CALCA,ADCYAP1R1,BTC
13287,CALCA,ADCYAP1R1,EFNB3
13288,CALCA,ADCYAP1R1,COL1A2
13289,CALCA,ADCYAP1R1,GHRL
13290,CALCA,ADCYAP1R1,CP
13291,CALCA,ADCYAP1R1,COL6A1
13292,CALCA,ADCYAP1R1,TNFSF12
13293,CALCA,ADCYAP1R1,CD1D
13294,CALCA,ADCYAP1R1,LAMA1
13295,CALCA,ADCYAP1R1,QRFP
13296,CALCA,ADCYAP1R1,TNFSF9
13297,CALCA,ADCYAP1R1,NTN1
13298,CALCA,ADCYAP1R1,TNFSF8
13299,CALCA,ADCYAP1R1,NPY
13300,CALCA,ADCYAP1R1,BGN
13301,CALCA,ADCYAP1R1,CCL16
13302,CALCA,ADCYAP1R1,HSP90B1
13303,CALCA,ADCYAP1R1,COL4A2
13304,CALCA,ADCYAP1R1,NLGN2
13305,CALCA,ADCYAP1R1,EBI3
13306,CALCA,ADCYAP1R1,FGF23
13307,CALCA,ADCYAP1R1,IL17A
13308,CALCA,ADCYAP1R1,F10
13309,CALCA,ADCYAP1R1,ADAM15
13310,CALCA,ADCYAP1R1,PTHLH
13311,CALCA,ADCYAP1R1,WNT1
13312,CALCA,ADCYAP1R1,IL12A
13313,CALCA,ADCYAP1R1,CEACAM5
13314,CALCA,ADCYAP1R1,CCL11
13315,CALCA,ADCYAP1R1,FGF19
13316,CALCA,ADCYAP1R1,RSPO2
13317,CALCA,ADCYAP1R1,EDA
13318,CALCA,ADCYAP1R1,KNG1
13319,CALCA,ADCYAP1R1,GPI
13320,CALCA,ADCYAP1R1,COL2A1
13321,CALCA,ADCYAP1R1,C4A
13322,CALCA,ADCYAP1R1,RPS27A
13323,CALCA,ADCYAP1R1,TCN2
13324,CALCA,ADCYAP1R1,LTBP3
13325,CALCA,ADCYAP1R1,GZMB
13326,CALCA,ADCYAP1R1,GNB3
13327,CALCA,ADCYAP1R1,INHA
13328,CALCA,ADCYAP1R1,COL18A1
13329,CALCA,ADCYAP1R1,IGFBP4
13330,CALCA,ADCYAP1R1,NGF
13331,CALCA,ADCYAP1R1,LRPAP1
13332,CALCA,ADCYAP1R1,TNF
13333,CALCA,ADCYAP1R1,RSPO1
13334,CALCA,ADCYAP1R1,HLA-A
13335,CALCA,ADCYAP1R1,SLIT1
13336,CALCA,ADCYAP1R1,PTN
13337,CALCA,ADCYAP1R1,CLEC3A
13338,CALCA,ADCYAP1R1,SEMA6D
13339,CALCA,ADCYAP1R1,CXCL12
13340,CALCA,ADCYAP1R1,SST
13341,CALCA,ADCYAP1R1,XCL1
13342,CALCA,ADCYAP1R1,BCAN
13343,CALCA,ADCYAP1R1,NCAN
13344,CALCA,ADCYAP1R1,IFNB1
13345,CALCA,ADCYAP1R1,GAST
13346,CALCA,ADCYAP1R1,LTB
13347,CALCA,ADCYAP1R1,FLT3LG
13348,CALCA,ADCYAP1R1,HLA-G
13349,CALCA,ADCYAP1R1,CLCF1
13350,CALCA,ADCYAP1R1,IGF1
13351,CALCA,ADCYAP1R1,MATN1
13352,CALCA,ADCYAP1R1,SFTPD
13353,CALCA,ADCYAP1R1,VCAM1
13354,CALCA,ADCYAP1R1,HLA-C
13355,CALCA,ADCYAP1R1,CHAD
13356,CALCA,ADCYAP1R1,INSL3
13357,CALCA,ADCYAP1R1,EDN1
13358,CALCA,ADCYAP1R1,DKK1
13359,CALCA,ADCYAP1R1,TGFB2
13360,CALCA,ADCYAP1R1,CAMP
13361,CALCA,ADCYAP1R1,UTS2B
13362,CALCA,ADCYAP1R1,IRAK4
13363,CALCA,ADCYAP1R1,ANOS1
13364,CALCA,ADCYAP1R1,INHBC
13365,CALCA,ADCYAP1R1,CD34
13366,CALCA,ADCYAP1R1,GDF10
13367,CALCA,ADCYAP1R1,LIPH
13368,CALCA,ADCYAP1R1,CXCL16
13369,CALCA,ADCYAP1R1,IL15
13370,CALCA,ADCYAP1R1,IL21
13371,CALCA,ADCYAP1R1,COL3A1
13372,CALCA,ADCYAP1R1,NTN3
13373,CALCA,ADCYAP1R1,PVR
13374,CALCA,ADCYAP1R1,HRG
13375,CALCA,ADCYAP1R1,TPH1
13376,CALCA,ADCYAP1R1,KITLG
13377,CALCA,ADCYAP1R1,CX3CL1
13378,CALCA,ADCYAP1R1,PDCD1LG2
13379,CALCA,ADCYAP1R1,ADM2
13380,CALCA,ADCYAP1R1,IL1B
13381,CALCA,ADCYAP1R1,MADCAM1
13382,CALCA,ADCYAP1R1,WNT11
13383,CALCA,ADCYAP1R1,CCL15
13384,CALCA,ADCYAP1R1,TNC
13385,CALCA,ADCYAP1R1,RELN
13386,CALCA,ADCYAP1R1,EFNA1
13387,CALCA,ADCYAP1R1,C1QTNF5
13388,CALCA,ADCYAP1R1,IFNA10
13389,CALCA,ADCYAP1R1,IL3
13390,CALCA,ADCYAP1R1,FGF12
13391,CALCA,ADCYAP1R1,CD40LG
13392,CALCA,ADCYAP1R1,HSPG2
13393,CALCA,ADCYAP1R1,TGM2
13394,CALCA,ADCYAP1R1,CCL18
13395,CALCA,ADCYAP1R1,KRTAP4-12
13396,CALCA,ADCYAP1R1,ADAM10
13397,CALCA,ADCYAP1R1,EFNA5
13398,CALCA,ADCYAP1R1,EFEMP2
13399,CALCA,ADCYAP1R1,IFNL1
13400,CALCA,ADCYAP1R1,PRSS23
13401,CALCA,ADCYAP1R1,CXCL13
13402,CALCA,ADCYAP1R1,APP
13403,CALCA,ADCYAP1R1,CCL21
13404,CALCA,ADCYAP1R1,F2
13405,CALCA,ADCYAP1R1,ICAM2
13406,CALCA,ADCYAP1R1,WNT3A
13407,CALCA,ADCYAP1R1,LPL
13408,CALCA,ADCYAP1R1,LAMB3
13409,CALCA,ADCYAP1R1,LY86
13410,CALCA,ADCYAP1R1,PF4
13411,CALCA,ADCYAP1R1,CD99
13412,CALCA,ADCYAP1R1,SEMA5A
13413,CALCA,ADCYAP1R1,SHBG
13414,CALCA,ADCYAP1R1,VEGFA
13415,CALCA,ADCYAP1R1,CEACAM6
13416,CALCA,ADCYAP1R1,CCL20
13417,CALCA,ADCYAP1R1,PPY
13418,CALCA,ADCYAP1R1,PENK
13419,CALCA,ADCYAP1R1,CRH
13420,CALCA,ADCYAP1R1,EDN3
13421,CALCA,ADCYAP1R1,NPB
13422,CALCA,ADCYAP1R1,FGF20
13423,CALCA,ADCYAP1R1,PDGFB
13424,CALCA,ADCYAP1R1,IL19
13425,CALCA,ADCYAP1R1,TAC1
13426,CALCA,ADCYAP1R1,OLFM2
13427,CALCA,ADCYAP1R1,NUCB2
13428,CALCA,ADCYAP1R1,NMS
13429,CALCA,ADCYAP1R1,HGF
13430,CALCA,ADCYAP1R1,FGF11
13431,CALCA,ADCYAP1R1,PTH2
13432,CALCA,ADCYAP1R1,B2M
13433,CALCA,ADCYAP1R1,SFRP1
13434,CALCA,ADCYAP1R1,HP
13435,CALCA,ADCYAP1R1,HCRT
13436,CALCA,ADCYAP1R1,CFC1
13437,CALCA,ADCYAP1R1,TF
13438,CALCA,ADCYAP1R1,TGFB1
13439,CALCA,ADCYAP1R1,PSAP
13440,CALCA,ADCYAP1R1,IL12B
13441,CALCA,ADCYAP1R1,EDN2
13442,CALCA,ADCYAP1R1,FGF13
13443,CALCA,ADCYAP1R1,TNFSF13
13444,CALCA,ADCYAP1R1,ADAM9
13445,CALCA,ADCYAP1R1,IL2
13446,CALCA,ADCYAP1R1,GAS6
13447,CALCA,ADCYAP1R1,PIP
13448,CALCA,ADCYAP1R1,PAPLN
13449,CALCA,ADCYAP1R1,GALP
13450,CALCA,ADCYAP1R1,CALM3
13451,CALCA,ADCYAP1R1,EXOC3-AS1
13452,CALCA,ADCYAP1R1,COL4A1
13453,CALCA,ADCYAP1R1,PROK2
13454,CALCA,ADCYAP1R1,TNFSF15
13455,CALCA,ADCYAP1R1,MIA
13456,CALCA,ADCYAP1R1,IL16
13457,CALCA,ADCYAP1R1,IL5
13458,CALCA,ADCYAP1R1,MYOC
13459,CALCA,ADCYAP1R1,FASLG
13460,CALCA,ADCYAP1R1,C4BPA
13461,CALCA,ADCYAP1R1,CCL13
13462,CALCA,ADCYAP1R1,COL5A1
13463,CALCA,ADCYAP1R1,FGA
13464,CALCA,ADCYAP1R1,CRP
13465,CALCA,ADCYAP1R1,SEMA4C
13466,CALCA,ADCYAP1R1,CXCL10
13467,CALCA,ADCYAP1R1,GUCA2B
13468,CALCA,ADCYAP1R1,CELA3B
13469,CALCA,ADCYAP1R1,DLL1
13470,CALCA,ADCYAP1R1,BMP15
13471,CALCA,ADCYAP1R1,IL23A
13472,CALCA,ADCYAP1R1,HLA-E
13473,CALCA,ADCYAP1R1,RSPO3
13474,CALCA,ADCYAP1R1,BST2
13475,CALCA,ADCYAP1R1,IFNL2
13476,CALCA,ADCYAP1R1,DLK2
13477,CALCA,ADCYAP1R1,RLN1
13478,CALCA,ADCYAP1R1,CSF2
13479,CALCA,ADCYAP1R1,TIM-1
13480,CALCA,ADCYAP1R1,ADAM17
13481,CALCA,ADCYAP1R1,C1QTNF1
13482,CALCA,ADCYAP1R1,IL1A
13483,CALCA,ADCYAP1R1,NTS
13484,CALCA,ADCYAP1R1,BMP10
13485,CALCA,ADCYAP1R1,WNT3
13486,CALCA,ADCYAP1R1,CXCL1
13487,CALCA,ADCYAP1R1,KISS1
13488,CALCA,ADCYAP1R1,DSC1
13489,CALCA,ADCYAP1R1,SEMA6A
13490,CALCA,ADCYAP1R1,CGA
13491,CALCA,ADCYAP1R1,NECTIN2
13492,CALCA,ADCYAP1R1,NPVF
13493,CALCA,ADCYAP1R1,ADAM28
13494,CALCA,ADCYAP1R1,CNTF
13495,CALCA,ADCYAP1R1,GNAI2
13496,CALCA,ADCYAP1R1,EFNA2
13497,CALCA,ADCYAP1R1,BMP2
13498,CALCA,ADCYAP1R1,MLLT4
13499,CALCA,ADCYAP1R1,RLN3
13500,CALCA,ADCYAP1R1,EGF
13501,CALCA,ADCYAP1R1,NPW
13502,CALCA,ADCYAP1R1,FGF2
13503,CALCA,ADCYAP1R1,IL18
13504,CALCA,ADCYAP1R1,HSP90AA1
13505,CALCA,ADCYAP1R1,CD80
13506,CALCA,ADCYAP1R1,SOST
13507,CALCA,ADCYAP1R1,ADM
13508,CALCA,ADCYAP1R1,FGF10
13509,CALCA,ADCYAP1R1,DSC2
13510,CALCA,ADCYAP1R1,TNFSF14
13511,CALCA,ADCYAP1R1,ALOX5AP
13512,CALCA,ADCYAP1R1,IL17F
13513,CALCA,ADCYAP1R1,PLG
13514,CALCA,ADCYAP1R1,CCL2
13515,CALCA,ADCYAP1R1,BST1
13516,CALCA,ADCYAP1R1,BDNF
13517,CALCB,ADRB3,IL20
13518,CALCB,ADRB3,NTF4
13519,CALCB,ADRB3,NPPA
13520,CALCB,ADRB3,APOC3
13521,CALCB,ADRB3,C5
13522,CALCB,ADRB3,GSTP1
